,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
2509,7.7,.489,15.9,0.1,.268,0.4,2.4,0.1,2.0,7.8,.484,16.2,3.3,.871,3.7,905,755,NBA,32.8,Jeff Malone,0.6,1.9,19.0,0.6,1.7,2.6,.487,.022,12.0,0.2,-2.1,-2.3,6.7,17.5,.231,0.2,2.2,36.7,15.2,1.0,8.7,4.4,.533,25.1,-0.9,54.2,.088
2510,9.1,.519,17.5,0.1,.274,0.2,3.6,0.8,7.7,9.2,.516,17.8,6.6,.742,8.9,1476,1471,NBA,37.2,Karl Malone,2.4,3.1,25.0,1.4,3.1,10.1,.518,.012,17.6,1.5,5.4,1.8,23.5,92.4,.503,3.6,7.9,142.2,23.9,1.9,12.4,16.0,.577,29.4,102.5,234.6,.205
2511,7.1,.497,14.2,0.0,.096,0.1,1.3,1.3,7.2,7.1,.495,14.3,6.2,.760,8.2,1455,784,TOT,34.0,Moses Malone,5.1,2.4,20.3,0.8,3.1,12.3,.495,.004,5.9,2.2,1.7,-0.6,23.2,60.5,.572,2.3,16.3,118.6,22.0,1.2,14.6,19.8,.569,25.3,46.7,179.1,.174
2512,1.3,.453,2.9,1.4,.372,3.6,2.9,0.0,1.5,2.7,.408,6.5,0.7,.797,0.9,295,206,NBA,25.3,Matt Maloney,0.2,1.3,7.4,0.8,1.3,1.7,.512,.559,18.3,0.1,-1.9,-1.6,6.7,3.8,.139,-0.2,1.0,5.7,10.6,1.7,15.8,3.9,.534,14.7,0.2,9.5,.061
2513,0.8,.463,1.7,0.0,,0.0,0.7,0.2,1.3,0.8,.463,1.7,0.5,.667,0.7,39,,NBA,11.4,Steve Malovic,0.9,1.3,2.1,0.2,0.6,2.2,.463,.000,6.9,0.7,-3.7,-0.7,12.3,0.1,.403,-3.0,8.4,0.1,7.2,0.8,22.6,10.3,.507,9.0,-0.2,0.3,.027
2514,2.4,.425,5.6,0.0,.000,0.0,0.7,,2.4,2.4,.424,5.6,1.5,.702,2.1,71,,ABA,12.1,Mike Maloy,1.4,2.2,6.2,,1.1,3.8,.424,.003,7.1,,,,14.0,0.9,.381,,8.2,0.0,12.8,,14.0,14.3,.478,22.2,,0.9,.051
2515,0.8,.400,2.0,,,,0.4,0.0,0.6,0.8,.400,2.0,0.8,1.000,0.8,5,,NBA,9.0,Ted Manakas,0.0,0.8,2.4,0.2,,0.6,.400,,5.8,0.0,-7.7,-2.3,7.0,0.0,.400,-5.5,0.0,0.0,7.2,1.0,,3.5,.510,,-0.1,0.0,.014
2516,1.5,.316,4.7,,,,1.1,,,1.5,.316,4.7,1.2,.660,1.8,81,,TOT,,John Mandic,,2.5,4.1,,,,.316,,,,,,,1.8,.390,,,0.6,,,,,.379,,,2.4,
2517,0.3,.154,2.2,,,,0.0,,,0.3,.154,2.2,0.2,.333,0.5,6,,BAA,,Frank Mangiapane,,1.0,0.8,,,,.154,,,,,,,0.0,.231,,,-0.2,,,,,.175,,,-0.1,
2518,5.6,.517,10.9,0.0,.206,0.2,2.3,0.9,3.5,5.7,.511,11.1,2.6,.729,3.5,883,398,NBA,27.4,Danny Manning,1.7,3.3,14.0,1.1,2.1,5.2,.513,.020,13.8,2.1,1.6,1.0,14.4,28.5,.317,0.5,7.1,26.7,16.9,2.1,14.2,10.8,.552,23.1,21.7,55.1,.109
2519,2.5,.448,5.6,0.0,.125,0.0,0.8,0.2,3.2,2.5,.448,5.6,0.8,.764,1.1,604,,TOT,16.9,Ed Manning,1.3,2.4,5.9,0.8,1.0,4.5,.448,.002,6.2,0.5,-1.1,0.6,17.0,12.2,.195,-1.7,6.4,2.4,10.8,2.2,13.3,11.6,.481,15.0,0.6,14.6,.069
2520,3.2,.392,8.1,0.0,.250,0.1,0.5,,1.5,3.2,.390,8.2,1.9,.576,3.2,73,,ABA,17.5,Guy Manning,1.5,2.3,8.3,,0.9,4.8,.392,.013,4.8,,,,,1.6,.395,,,-0.6,14.1,,8.5,12.0,.431,22.6,,0.9,.035
2521,1.4,.416,3.5,0.0,.400,0.1,0.2,0.1,1.1,1.5,.415,3.5,0.3,.643,0.5,55,2,NBA,9.3,Rich Manning,0.6,1.2,3.3,0.1,0.4,1.7,.421,.026,3.6,1.2,-10.0,-3.2,14.6,0.3,.144,-6.7,7.1,-0.6,8.1,0.7,10.4,10.7,.439,20.6,-1.0,-0.3,-0.028
2522,1.1,.443,2.5,0.1,.203,0.4,1.1,0.1,0.8,1.2,.413,2.9,0.6,.663,0.9,216,4,NBA,9.8,Pace Mannion,0.4,1.1,3.1,0.5,0.6,1.2,.425,.127,14.5,0.6,-2.9,0.0,8.9,2.2,.315,-2.9,4.5,-0.6,9.4,2.4,15.7,6.7,.465,16.0,-0.5,1.7,.038
2523,2.0,.367,5.4,,,,1.8,,,2.0,.367,5.4,0.5,.549,1.0,52,,NBA,14.5,Nick Mantis,,2.0,4.5,,,1.8,.367,,,,,,,0.3,.180,,,-1.0,7.3,,,,.386,,,-0.8,-0.049
2524,9.4,.441,21.3,0.2,.667,0.3,5.4,0.3,3.3,9.4,.441,21.3,5.4,.820,6.6,658,4,NBA,37.0,Pete Maravich,1.0,2.8,24.2,1.4,3.7,4.2,.441,.001,23.1,0.4,0.8,-1.7,8.9,16.1,.310,2.5,2.6,30.6,18.4,1.6,14.5,5.5,.500,29.2,11.4,46.7,.092
2525,2.0,.272,7.4,,,,0.1,,,2.0,.272,7.4,0.6,.517,1.1,51,,BAA,,Press Maravich,,2.0,4.6,,,,.272,,,,,,,-0.3,.155,,,-0.5,,,,,.292,,,-0.7,
2526,0.6,.265,2.3,0.0,.000,0.1,0.4,0.1,0.5,0.6,.257,2.4,0.7,.594,1.1,29,0,NBA,6.7,Roy Marble,0.6,0.6,1.9,0.2,0.6,1.1,.257,.029,8.1,1.0,-8.5,-1.9,8.3,0.1,.457,-6.7,10.5,-0.6,4.0,1.8,16.8,9.4,.327,21.9,-0.3,-0.5,-0.122
2527,5.6,.465,12.1,1.2,.325,3.6,7.6,0.1,2.3,6.8,.433,15.7,4.5,.784,5.7,846,816,NBA,37.7,Stephon Marbury,0.7,2.4,19.3,1.2,3.0,3.0,.470,.229,36.1,0.3,1.2,-2.4,7.1,14.2,.361,3.6,2.1,63.3,18.7,1.7,14.2,4.5,.528,25.4,25.6,77.5,.117
2528,4.0,.522,7.6,0.3,.369,0.9,2.2,0.1,1.5,4.3,.505,8.6,3.8,.768,4.9,363,30,NBA,22.4,Sarunas Marciulionis,0.8,2.7,12.8,1.3,2.0,2.3,.526,.111,14.8,0.2,-0.2,-1.5,7.1,5.5,.570,1.3,4.0,14.5,16.7,2.7,15.5,5.6,.595,23.3,3.7,20.0,.118
2529,2.9,.270,10.8,,,,1.4,,,2.9,.270,10.8,1.9,.709,2.7,43,,BAA,,Saul Mariaschin,,2.8,7.7,,,,.270,,,,,,,0.3,.253,,,0.8,,,,,.324,,,1.1,
2530,6.0,.465,12.8,,,,2.1,0.2,2.3,6.0,.465,12.8,2.8,.843,3.4,849,,NBA,29.0,Jack Marin,0.9,2.8,14.8,0.5,,5.2,.465,,10.3,0.5,-2.8,-1.6,10.2,22.4,.262,-1.2,4.0,36.9,15.2,1.1,,7.6,.516,,-1.4,59.3,.116
2531,5.6,.513,10.9,0.7,.331,2.1,1.9,1.1,6.3,6.3,.484,12.9,2.0,.810,2.5,1163,1062,NBA,34.5,Shawn Marion,2.3,2.2,15.2,1.5,1.5,8.7,.510,.159,9.1,2.2,3.2,2.1,20.5,61.3,.191,1.1,7.8,63.6,18.8,2.3,9.7,14.3,.542,20.4,52.1,124.9,.150
2532,0.4,.361,1.2,0.2,.375,0.5,0.2,0.0,0.7,0.6,.365,1.7,0.2,.636,0.4,30,0,NBA,5.7,Damir Markota,0.4,0.7,1.7,0.1,0.5,1.0,.423,.308,5.2,0.5,-9.0,-3.3,14.0,0.0,.212,-5.7,7.5,-0.3,5.0,0.9,20.9,10.7,.449,19.1,-0.3,-0.2,-0.070
2533,1.1,.459,2.4,0.0,.200,0.1,0.2,0.4,1.5,1.1,.448,2.5,0.5,.665,0.8,230,11,NBA,9.9,Sean Marks,0.7,1.5,2.8,0.1,0.5,2.2,.452,.043,3.6,3.0,-4.9,0.2,17.8,3.1,.299,-5.1,8.3,-0.5,9.1,0.8,15.1,13.1,.488,16.0,-1.7,2.6,.055
2534,1.4,.373,3.8,,,,1.5,,,1.4,.373,3.8,0.8,.850,1.0,61,,NBA,12.2,Harvey Marlatt,,1.5,3.7,,,1.4,.373,,16.5,,,,,0.3,.258,,,-0.4,8.8,,,5.5,.434,,,-0.1,-0.007
2535,1.0,.333,3.0,,,,0.8,,,1.0,.333,3.0,1.1,.695,1.5,39,,NBA,9.6,Jim Marsh,,1.3,3.1,,,2.2,.333,,10.4,,,,,0.1,.504,,,-0.4,8.6,,,10.5,.416,,,-0.3,-0.036
2536,2.1,.426,4.8,,,,1.5,0.3,1.0,2.1,.426,4.8,0.4,.697,0.6,60,,NBA,14.2,Ricky Marsh,0.3,1.9,4.5,0.5,0.8,1.3,.426,,13.9,1.2,-4.3,-0.7,7.2,0.8,.114,-3.6,1.9,-0.3,8.4,1.5,14.1,4.5,.443,16.3,-0.5,0.5,.028
2537,0.4,.308,1.2,0.4,.336,1.1,0.3,0.0,0.7,0.7,.321,2.3,0.6,.681,0.9,119,0,NBA,7.7,Donny Marshall,0.3,0.9,2.5,0.3,0.4,1.0,.399,.461,6.5,0.5,-4.7,-1.4,11.5,1.3,.417,-3.4,5.3,-0.4,8.7,2.3,12.3,8.4,.457,19.6,-0.6,0.9,.045
2538,3.3,.468,7.1,0.9,.350,2.7,1.4,0.9,4.7,4.3,.435,9.8,1.7,.731,2.3,957,422,NBA,26.2,Donyell Marshall,2.0,2.3,11.2,0.8,1.4,6.7,.483,.274,9.2,2.5,1.0,0.7,20.6,31.6,.236,0.4,8.5,27.3,16.8,1.7,11.1,14.5,.516,20.9,19.1,59.0,.113
2539,0.8,.398,2.0,0.1,.238,0.3,0.4,0.2,0.7,0.9,.376,2.4,0.8,.716,1.2,63,11,NBA,9.6,Rawle Marshall,0.3,0.6,2.7,0.3,0.5,1.0,.393,.141,6.0,1.5,-5.0,-0.5,8.6,0.6,.497,-4.5,3.1,-0.3,8.1,1.8,15.8,5.9,.468,16.3,-0.5,0.2,.018
2540,2.1,.388,5.4,,,,1.1,,,2.1,.388,5.4,1.5,.709,2.0,168,,NBA,15.4,Tom Marshall,,1.2,5.7,,,2.9,.388,,,,,,,1.9,.377,,,2.2,13.4,,,,.447,,,4.1,.076
2541,0.5,.241,2.2,,,,0.3,0.2,1.8,0.5,.241,2.2,0.2,.429,0.5,13,,NBA,13.4,Vester Marshall,1.1,1.5,1.3,0.3,,2.8,.241,,2.7,0.9,-7.9,0.3,13.5,0.1,.241,-8.2,7.5,-0.2,3.4,1.0,,10.3,.265,,-0.3,-0.1,-0.034
2542,2.0,.460,4.3,0.0,.000,0.1,0.7,0.1,1.0,2.0,.449,4.5,0.7,.813,0.9,84,0,NBA,10.2,Bill Martin,0.6,1.5,4.7,0.4,0.9,1.6,.449,.024,10.0,0.6,-5.1,-1.7,10.6,0.8,.201,-3.5,6.8,-0.5,10.4,1.7,15.4,8.7,.488,23.0,-0.7,0.3,.016
2543,0.8,.441,1.7,0.0,,0.0,0.3,0.6,1.5,0.8,.441,1.7,0.6,.608,0.9,54,1,NBA,10.2,Bob Martin,0.7,2.0,2.1,0.1,0.5,2.2,.441,.000,4.3,3.8,-4.6,0.7,15.5,0.4,.548,-5.2,7.4,-0.1,6.8,0.7,20.1,11.5,.489,10.9,-0.4,0.3,.026
2544,0.4,.429,0.9,0.0,,0.0,0.0,0.1,0.4,0.4,.429,0.9,0.0,.000,0.3,8,0,NBA,2.6,Brian Martin,0.1,0.9,0.8,0.0,0.3,0.5,.429,.000,0.0,2.9,-15.8,-4.3,17.3,0.0,.286,-11.5,5.5,-0.1,-1.6,0.0,20.2,11.3,.381,19.0,-0.1,-0.1,-0.132
2545,0.0,.000,1.0,0.4,.600,0.7,0.4,0.0,0.1,0.4,.250,1.7,0.0,.000,0.3,7,0,NBA,4.6,Cuonzo Martin,0.3,0.3,1.3,0.1,0.3,0.4,.375,.417,15.7,0.0,-8.6,-3.8,3.8,0.0,.167,-4.8,7.4,-0.1,4.2,1.6,13.4,5.6,.349,21.4,-0.1,-0.1,-0.151
2546,1.6,.402,4.0,0.7,.340,2.0,2.9,0.0,0.9,2.3,.382,6.0,1.6,.843,1.9,514,178,NBA,17.8,Darrick Martin,0.2,1.7,6.9,0.7,1.2,1.1,.438,.331,26.2,0.2,-3.7,-3.2,6.3,2.7,.306,-0.4,1.3,6.8,12.5,1.9,15.2,3.7,.500,20.2,-3.9,9.6,.050
2547,3.9,.294,13.2,,,,0.8,,,3.9,.294,13.2,1.3,.638,2.0,92,,BAA,,Dino Martin,,1.3,9.1,,,,.294,,,,,,,-0.1,.155,,,1.9,,,,,.321,,,1.8,
2548,1.3,.282,4.6,,,,0.3,,,1.3,.282,4.6,0.4,.523,0.8,137,,BAA,,Don Martin,,1.8,3.0,,,,.282,,,,,,,2.3,.178,,,-1.0,,,,,.305,,,1.3,
2549,0.4,.300,1.3,0.0,.000,0.0,0.4,0.0,0.8,0.4,.290,1.3,0.2,.364,0.5,24,0,NBA,6.1,Fernando Martin,0.3,1.0,0.9,0.3,0.8,1.2,.290,.032,7.2,0.4,-8.7,0.8,15.0,0.2,.355,-9.5,6.3,-0.6,-0.9,2.2,35.8,10.7,.307,15.0,-0.2,-0.4,-0.144
2550,2.5,.434,5.7,0.2,.282,0.7,0.8,0.3,1.1,2.7,.417,6.4,1.1,.694,1.6,143,49,NBA,18.8,Jeff Martin,0.9,1.4,6.7,0.5,0.7,2.0,.433,.112,5.8,1.1,-3.8,-1.1,6.6,1.9,.249,-2.7,5.5,0.2,9.3,1.4,8.6,6.0,.468,17.1,-1.2,2.1,.038
2551,5.0,.492,10.2,0.1,.234,0.4,1.9,1.1,5.1,5.1,.483,10.6,2.0,.629,3.2,757,667,NBA,30.6,Kenyon Martin,1.7,3.3,12.3,1.2,1.7,6.8,.487,.035,10.6,2.8,0.7,2.1,19.1,36.1,.299,-1.5,6.5,11.9,15.0,2.0,12.7,12.8,.513,20.2,15.5,48.0,.100
2552,3.8,.464,8.2,1.6,.384,4.2,1.9,0.1,2.6,5.4,.437,12.3,5.0,.870,5.7,714,504,NBA,30.2,Kevin Martin,0.6,1.9,17.4,0.9,1.7,3.2,.502,.338,10.6,0.3,0.1,-2.4,10.0,12.0,.465,2.4,2.1,49.3,17.7,1.5,10.2,6.1,.585,24.4,11.3,61.3,.137
2553,2.2,.416,5.2,,,,0.7,0.5,3.2,2.2,.416,5.2,0.9,.685,1.3,271,,NBA,14.0,LaRue Martin,1.4,2.3,5.3,0.2,,4.6,.416,,7.4,1.8,-4.6,-1.1,22.4,3.4,.255,-3.5,10.5,-1.6,12.1,0.7,,16.8,.452,,-1.9,1.9,.024
2554,1.0,.395,2.6,0.1,.211,0.3,0.7,0.1,0.6,1.1,.378,2.8,0.8,.598,1.3,69,0,NBA,6.1,Maurice Martin,0.4,1.0,3.0,0.3,0.6,0.9,.388,.097,15.0,1.2,-6.2,-1.7,10.5,0.4,.444,-4.5,5.9,-0.7,9.3,2.0,15.5,8.1,.435,25.3,-0.5,-0.3,-0.033
2555,0.7,.263,2.7,,,,0.9,,,0.7,.263,2.7,0.3,1.000,0.3,7,,NBA,6.7,Phil Martin,,1.0,1.7,,,1.4,.263,,,,,,,0.1,.105,,,-0.2,6.6,,,,.302,,,-0.1,-0.094
2556,3.5,.364,9.7,,,,4.2,,,3.5,.364,9.7,2.8,.762,3.7,745,,NBA,35.9,Slater Martin,,3.0,9.8,,,3.4,.364,,,,,,,28.4,.377,,,19.0,11.6,,,,.436,,,47.5,.087
2557,1.4,.325,4.4,,,,1.7,,,1.4,.325,4.4,0.6,.673,0.8,66,,NBA,15.4,Whitey Martin,,2.4,3.4,,,2.4,.325,,,,,,,0.8,.188,,,-1.3,5.4,,,,.359,,,-0.5,-0.022
2558,5.7,.439,13.1,1.3,.345,3.6,4.0,0.2,4.2,7.0,.418,16.7,3.8,.766,5.0,611,584,NBA,37.3,Jamal Mashburn,1.1,2.5,19.1,1.0,2.6,5.4,.456,.218,19.3,0.3,0.2,-0.8,13.0,21.3,.297,1.1,3.4,22.4,15.7,1.5,12.1,8.2,.504,25.8,12.9,43.7,.092
2559,1.6,.346,4.7,,,,1.8,,,1.6,.346,4.7,1.6,.625,2.6,99,,NBA,19.7,Al Masino,,3.0,4.8,,,2.1,.346,,,,,,,2.5,.548,,,0.6,9.3,,,,.417,,,3.0,.074
2560,4.1,.510,8.0,0.0,.167,0.0,3.4,0.3,6.1,4.1,.509,8.0,2.8,.709,4.0,882,559,NBA,34.7,Anthony Mason,2.2,2.7,10.9,0.7,1.8,8.3,.510,.002,15.2,0.6,2.1,1.9,20.1,39.7,.499,0.2,7.4,48.6,14.6,1.1,15.3,13.9,.563,15.2,31.7,88.3,.138
2561,4.5,.456,9.8,0.1,.260,0.4,1.6,0.4,3.2,4.6,.449,10.2,2.9,.740,3.9,643,385,NBA,30.5,Desmond Mason,1.3,2.2,12.1,0.7,1.6,4.5,.454,.039,8.9,0.9,-2.4,-0.8,12.4,10.6,.380,-1.6,4.7,12.4,12.7,1.2,11.9,8.5,.509,20.2,-1.9,23.1,.056
2562,1.2,.435,2.7,1.1,.383,3.0,1.3,0.1,1.6,2.3,.408,5.7,0.6,.866,0.7,518,103,NBA,17.7,Roger Mason,0.2,1.4,6.3,0.4,0.7,1.7,.509,.528,11.7,0.6,-1.8,-1.5,10.5,6.5,.119,-0.3,1.0,6.5,10.9,1.1,10.7,5.8,.533,17.6,0.5,13.0,.068
2563,2.4,.471,5.1,0.0,.091,0.0,0.4,0.5,2.8,2.4,.470,5.1,1.4,.705,2.0,683,233,NBA,18.0,Tony Massenburg,1.5,2.4,6.2,0.4,1.0,4.3,.470,.003,3.5,1.9,-4.6,-1.2,18.1,9.3,.391,-3.3,9.6,6.3,11.9,1.1,14.4,13.8,.519,17.3,-8.0,15.6,.061
2564,1.0,.385,2.6,,,,0.5,,,1.0,.385,2.6,0.5,.604,0.8,112,,NBA,7.9,Eddie Mast,,1.0,2.5,,,2.4,.385,,7.2,,,,,1.2,.307,,,-0.8,10.0,,,14.3,.421,,,0.4,.019
2565,1.4,.375,3.6,0.0,.000,0.0,0.5,,,1.4,.371,3.6,0.7,.636,1.1,51,,ABA,12.9,Johnny Mathis,,2.0,3.4,,0.8,3.8,.371,.011,5.7,,,,,0.7,.296,,,-0.4,7.3,,16.7,13.1,.412,14.1,,0.3,.020
2566,3.1,.492,6.2,0.1,.225,0.3,4.2,0.2,1.0,3.1,.478,6.6,1.5,.788,1.9,465,102,NBA,20.0,Wes Matthews,0.4,2.1,7.9,1.0,2.1,1.3,.484,.052,29.3,0.5,-2.9,-1.7,5.4,8.0,.287,-1.3,2.1,2.9,13.0,2.3,21.8,3.8,.530,19.5,-2.2,11.0,.057
2567,2.9,.280,10.3,,,,1.2,,,2.9,.280,10.3,2.1,.712,3.0,259,,TOT,,Ariel Maughan,,2.6,7.9,,,4.0,.280,,,,,,,6.0,.293,,,-1.8,,,,,.340,,,4.2,
2568,1.9,.547,3.4,0.0,.000,0.0,0.2,0.5,2.3,1.9,.542,3.4,1.2,.685,1.7,98,5,NBA,11.7,Marlon Maxey,1.4,1.9,4.9,0.3,0.8,3.7,.542,.009,3.2,2.9,-3.8,-1.8,22.6,1.2,.500,-2.0,14.9,1.4,15.6,1.2,16.0,18.8,.584,18.8,-0.5,2.6,.109
2569,2.3,.496,4.6,0.0,.000,0.0,0.4,0.8,2.5,2.3,.495,4.6,1.1,.564,2.0,618,188,NBA,18.4,Jason Maxiell,1.7,1.9,5.6,0.4,0.8,4.2,.495,.002,3.8,3.4,-2.0,0.6,16.3,12.2,.430,-2.5,10.6,8.1,13.0,1.1,12.7,13.4,.518,15.7,0.1,20.3,.086
2570,4.1,.547,7.5,0.0,.053,0.0,2.2,0.5,3.8,4.1,.546,7.5,4.3,.784,5.5,835,537,NBA,28.5,Cedric Maxwell,2.5,2.7,12.5,0.8,2.2,6.3,.546,.003,10.4,1.0,2.8,0.8,14.5,25.3,.730,2.0,9.9,53.2,16.4,1.3,18.1,12.2,.629,17.1,28.8,78.5,.159
2571,3.1,.450,7.0,1.5,.320,4.6,3.4,0.2,2.1,4.6,.398,11.6,2.1,.733,2.9,855,497,NBA,28.4,Vernon Maxwell,0.4,2.1,12.8,1.1,1.9,2.6,.462,.398,18.6,0.4,-1.4,-1.4,8.3,20.2,.248,0.0,1.8,7.2,12.7,2.0,13.2,5.1,.498,22.5,3.5,27.4,.054
2572,3.6,.453,7.9,,,,1.0,0.1,1.4,3.6,.453,7.9,1.7,.798,2.1,379,,NBA,17.5,Don May,0.3,2.0,8.8,0.3,,3.5,.453,,8.8,0.5,-4.6,-2.0,12.7,4.6,.268,-2.6,2.9,6.7,14.4,1.4,,9.1,.501,,-0.6,11.4,.082
2573,4.0,.463,8.7,0.0,.000,0.0,1.7,0.1,2.7,4.0,.462,8.7,2.3,.811,2.9,355,8,NBA,22.6,Scott May,1.4,2.2,10.4,0.8,1.5,4.1,.462,.003,11.3,0.3,-1.0,-0.6,12.7,8.0,.328,-0.4,7.0,9.4,14.2,1.7,14.7,9.9,.520,21.0,2.0,17.4,.104
2574,2.7,.462,5.8,0.0,.231,0.1,1.0,0.4,2.7,2.7,.458,5.9,1.4,.746,1.9,119,25,NBA,15.7,Sean May,1.3,2.0,6.9,0.4,1.1,4.0,.460,.018,10.9,1.9,-2.4,0.2,21.2,2.2,.322,-2.5,9.5,0.5,14.9,1.5,14.2,15.2,.508,22.8,-0.2,2.6,.068
2575,1.2,.446,2.6,0.8,.377,2.0,3.6,0.1,1.0,1.9,.415,4.6,0.5,.659,0.8,496,150,NBA,20.8,Lee Mayberry,0.3,1.7,5.1,0.7,1.2,1.3,.498,.440,25.5,0.3,-4.5,-3.0,5.8,1.5,.177,-1.5,1.6,6.4,10.1,1.8,19.3,3.6,.516,13.2,-6.6,7.9,.036
2576,1.6,.446,3.6,,,,0.5,0.6,2.3,1.6,.446,3.6,0.8,.567,1.4,74,,NBA,13.5,Clyde Mayes,1.4,2.2,4.0,0.1,,3.8,.446,,5.3,2.4,-3.9,-0.7,17.4,0.9,.390,-3.2,11.4,0.0,10.8,0.4,,14.5,.475,,-0.5,0.9,.044
2577,0.6,.259,2.4,0.6,.366,1.7,1.5,0.1,0.5,1.3,.303,4.1,1.0,.667,1.5,24,0,NBA,10.6,Tharon Mayes,0.1,1.7,4.1,0.7,1.3,0.7,.379,.414,20.0,0.5,-6.5,-2.2,5.8,0.2,.364,-4.3,1.4,-0.6,6.4,3.2,21.3,3.6,.431,25.1,-0.3,-0.4,-0.075
2578,1.1,.444,2.6,0.0,,0.0,0.1,0.1,0.3,1.1,.444,2.6,0.1,.500,0.3,7,,NBA,7.7,Bill Mayfield,1.0,1.1,2.4,0.0,0.4,1.3,.444,.000,2.5,1.0,-6.4,-3.8,4.2,0.0,.111,-2.6,14.2,0.0,6.8,0.0,13.7,9.2,.450,16.1,-0.1,0.0,.000
2579,1.3,.370,3.5,,,,0.3,0.0,0.5,1.3,.370,3.5,0.2,1.000,0.2,13,,NBA,4.9,Ken Mayfield,0.1,1.4,2.8,0.0,,0.6,.370,,10.4,0.0,-12.2,-6.4,11.4,0.0,.065,-5.8,1.6,-0.2,7.3,0.0,,6.4,.391,,-0.2,-0.2,-0.134
2580,2.8,.428,6.6,0.9,.362,2.5,2.8,0.1,1.4,3.7,.410,9.1,2.7,.749,3.6,115,64,NBA,25.8,Travis Mays,0.7,2.0,11.1,0.9,1.9,2.0,.459,.274,16.8,0.3,-2.6,-2.0,6.2,1.4,.396,-0.6,2.8,1.0,11.7,1.7,14.8,4.4,.518,20.9,-0.5,2.4,.039
2581,1.3,.300,4.2,,,,1.1,,,1.3,.300,4.2,1.2,.711,1.7,26,,NBA,,Matt Mazza,,1.3,3.8,,,,.300,,,,,,,-0.1,.409,,,0.0,,,,,.378,,,0.0,
2582,8.7,.504,17.3,0.0,.081,0.1,2.3,1.5,7.1,8.7,.503,17.3,4.6,.754,6.1,852,1,NBA,33.2,Bob McAdoo,2.4,3.2,22.1,1.0,2.6,9.4,.503,.003,10.5,2.3,2.1,-0.2,21.8,32.8,.354,2.2,7.6,56.3,20.7,1.3,14.3,14.7,.551,25.8,26.5,89.1,.151
2583,4.0,.327,12.3,,,,1.2,,,4.0,.327,12.3,1.8,.724,2.4,12,,NBA,20.8,Ken McBride,,2.6,9.8,,,2.6,.327,,,,,,,0.2,.197,,,-0.6,7.9,,,,.366,,,-0.4,-0.084
2584,1.7,.481,3.4,0.0,.200,0.0,0.6,0.4,1.8,1.7,.479,3.5,0.8,.577,1.4,178,7,NBA,13.4,Bob McCann,0.9,2.0,4.2,0.4,0.8,2.6,.480,.008,6.6,2.2,-3.3,0.2,15.5,2.2,.409,-3.4,7.8,-0.2,10.2,1.7,15.5,11.7,.507,16.1,-0.8,2.0,.041
2585,0.6,.204,2.8,,,,1.6,,,0.6,.204,2.8,0.7,.700,1.0,41,,NBA,8.1,Brendan McCann,,0.9,1.8,,,1.2,.204,,,,,,,0.2,.354,,,-0.8,6.4,,,,.283,,,-0.6,-0.085
2586,0.6,.308,2.0,0.0,,0.0,0.2,0.1,0.4,0.6,.308,2.0,0.5,.750,0.6,13,0,NBA,5.0,Mel McCants,0.1,0.8,1.7,0.2,0.1,0.5,.308,.000,4.1,0.9,-8.5,-1.9,8.5,0.1,.308,-6.7,1.8,-0.1,5.1,2.3,3.3,5.3,.373,20.0,-0.1,0.0,-0.003
2587,2.5,.467,5.4,1.2,.368,3.2,1.3,0.2,1.6,3.7,.431,8.6,1.4,.741,1.8,249,39,NBA,20.2,Rashad McCants,0.5,2.3,10.0,0.7,1.5,2.0,.499,.370,11.5,0.9,-2.5,-2.2,9.2,3.2,.215,-0.3,2.6,0.4,12.9,1.9,13.4,5.9,.528,24.6,-0.6,3.6,.035
2588,3.5,.280,12.5,,,,0.9,,,3.5,.280,12.5,2.6,.614,4.3,68,,TOT,,Mike McCarron,,2.8,9.7,,,,.280,,,,,,,1.4,.343,,,2.9,,,,,.335,,,4.3,
2589,1.6,.435,3.7,0.0,.250,0.2,1.7,0.0,0.6,1.7,.431,3.8,0.5,.725,0.7,103,,NBA,11.5,Andre McCarter,0.3,1.0,3.8,0.4,0.5,0.9,.434,.020,19.3,0.0,-4.5,-1.9,5.7,0.8,.175,-2.6,2.8,0.4,10.4,1.4,14.0,4.2,.462,15.1,-0.7,1.1,.046
2590,3.1,.402,7.7,,,,2.0,,,3.1,.402,7.7,0.8,.656,1.2,155,,NBA,18.3,Willie McCarter,,1.8,7.0,,,1.6,.402,,14.3,,,,,1.7,.160,,,-2.7,8.8,,,3.8,.425,,,-1.0,-0.018
2591,3.0,.353,8.6,,,,3.7,,,3.0,.353,8.6,1.7,.622,2.7,316,,NBA,27.9,Johnny McCarthy,,2.8,7.8,,,3.6,.353,,,,,,,8.1,.317,,,-3.4,8.8,,,,.396,,,4.7,.026
2592,0.5,.122,4.3,,,,0.1,,,0.5,.122,4.3,0.1,.100,0.5,19,,BAA,,Howie McCarty,,1.2,1.1,,,,.122,,,,,,,0.4,.122,,,-1.5,,,,,.122,,,-1.1,
