,Unnamed: 0_x,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF_x,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,Position,C,PF_y,PG,SF,SG,nan
2762,2634,7.0,0.558,12.5,0.0,0.261,0.2,1.7,1.7,4.9,7.0,0.554,12.7,3.7,0.798,4.7,971,400.0,NBA,31.0,Kevin McHale,2.4,2.8,17.9,0.4,1.9,7.3,0.555,0.013,8.1,3.2,2.5,0.3,16.9,37.1,0.369,2.2,9.2,76.0,20.0,0.6,11.7,13.2,0.605,22.4,33.9,113.0,0.18,2578.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2763,2635,4.6,0.411,11.1,0.1,0.188,0.4,3.4,,1.7,4.6,0.402,11.5,3.1,0.746,4.2,189,,ABA,28.1,Maurice McHartley,0.8,3.3,12.4,,3.5,3.2,0.406,0.037,16.9,,,,,3.2,0.361,,,1.8,9.4,,20.7,5.2,0.466,22.1,,5.0,0.046,2579.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2764,2636,1.1,0.45,2.3,0.0,0.1,0.0,0.3,1.7,1.9,1.1,0.446,2.4,0.6,0.551,1.0,401,214.0,NBA,14.8,Jim McIlvaine,1.2,2.6,2.7,0.3,0.6,3.1,0.447,0.011,2.6,8.8,-0.1,4.2,15.2,9.0,0.43,-4.4,9.4,0.5,10.0,1.2,17.0,12.3,0.475,10.4,2.8,9.4,0.076,2580.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2765,2637,3.3,0.454,7.2,0.5,0.328,1.6,4.4,0.1,1.6,3.8,0.431,8.8,1.2,0.796,1.6,576,334.0,NBA,27.7,Jeff McInnis,0.4,2.1,9.4,0.6,1.4,2.0,0.461,0.183,26.3,0.1,-2.6,-2.5,6.7,5.6,0.176,-0.1,1.8,17.4,12.6,1.2,12.6,4.2,0.493,18.0,-2.5,23.1,0.07,2581.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2766,2638,2.3,0.361,6.3,,,,1.0,0.4,3.5,2.3,0.361,6.3,0.7,0.581,1.3,177,,NBA,20.9,Kenny McIntosh,1.6,1.9,5.3,0.7,,3.9,0.361,,5.9,0.8,-4.5,0.5,12.2,2.6,0.204,-4.9,5.1,-4.1,6.8,1.1,,9.1,0.386,,-1.4,-1.5,-0.02,2582.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2767,2639,2.9,0.377,7.7,0.0,0.25,0.1,0.6,,1.6,2.9,0.374,7.8,1.2,0.576,2.1,28,,ABA,19.5,Bob McIntyre,1.3,1.3,7.1,,1.2,4.3,0.377,0.018,4.1,,,,,0.4,0.269,,,-0.6,9.3,,11.9,10.0,0.406,18.8,,-0.1,-0.013,2583.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2768,2640,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,1,,ABA,3.0,Jerry McKee,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,-29.8,,50.0,0.0,0.0,25.4,,0.0,-0.391,2584.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2769,2641,1.6,0.428,3.8,0.4,0.367,1.2,1.4,0.1,0.9,2.0,0.414,5.0,0.9,0.819,1.1,243,26.0,NBA,14.2,Kevin McKenna,0.4,2.0,5.4,0.8,0.8,1.3,0.456,0.233,13.7,0.4,-2.3,-0.9,7.0,3.2,0.224,-1.4,3.3,0.8,10.5,2.5,13.4,5.1,0.499,18.1,-0.2,4.0,0.056,2585.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2770,2642,1.0,0.231,4.3,0.2,0.5,0.3,0.2,0.0,0.8,1.2,0.25,4.7,0.3,1.0,0.3,6,0.0,NBA,7.0,Forrest McKenzie,0.3,1.5,2.8,0.2,0.5,1.2,0.268,0.071,3.3,0.0,-18.8,-6.3,13.7,0.0,0.071,-12.5,5.0,-0.2,-2.2,1.1,9.4,9.2,0.294,30.5,-0.2,-0.2,-0.223,2586.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2771,2643,3.2,0.444,7.3,,,,1.5,0.0,1.2,3.2,0.444,7.3,2.6,0.802,3.2,396,,NBA,18.9,Stan McKenzie,0.3,2.3,9.0,0.3,,2.8,0.444,,11.1,0.0,-8.5,-1.2,12.3,3.4,0.44,-7.3,2.9,11.1,13.2,1.2,,6.3,0.52,,-0.2,14.5,0.093,2587.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2772,2644,4.0,0.5,7.9,0.2,0.316,0.7,2.4,0.7,3.1,4.2,0.486,8.6,2.4,0.779,3.1,937,639.0,NBA,29.1,Derrick McKey,1.6,2.9,11.0,1.1,1.8,4.7,0.498,0.08,12.4,1.5,2.0,1.5,12.3,30.6,0.358,0.5,6.5,31.3,13.9,2.0,15.5,9.4,0.551,17.5,27.3,61.8,0.109,2588.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2773,2645,2.4,0.461,5.1,0.5,0.35,1.4,2.7,0.2,2.7,2.9,0.438,6.5,1.2,0.779,1.5,793,287.0,NBA,24.2,Aaron McKie,0.6,2.0,7.4,1.2,1.3,3.3,0.475,0.214,18.2,0.7,0.7,1.3,12.7,26.2,0.236,-0.6,2.9,13.8,12.8,2.5,15.6,7.8,0.514,15.9,12.9,40.0,0.1,2589.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2774,2646,3.3,0.499,6.5,0.0,0.063,0.1,3.5,0.1,1.1,3.3,0.493,6.6,1.5,0.82,1.8,476,65.0,NBA,19.3,Billy McKinney,0.3,1.8,8.0,0.7,1.3,1.4,0.493,0.015,23.3,0.2,-2.7,-2.4,6.3,3.7,0.275,-0.3,1.5,11.9,13.7,1.7,15.3,3.9,0.541,17.5,-1.5,15.6,0.082,2590.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2775,2647,3.6,0.298,12.1,,,,1.6,,,3.6,0.298,12.1,2.2,0.711,3.1,318,,TOT,17.2,Bones McKinney,,3.2,9.4,,,3.5,0.298,,,,,,,13.9,0.258,,,1.5,9.4,,,,0.35,,,15.4,0.001,2591.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2776,2648,1.1,0.25,4.4,0.0,0.0,0.1,0.8,0.1,1.0,1.1,0.244,4.6,0.2,0.5,0.4,9,0.0,NBA,12.6,Carlton McKinney,0.4,1.8,2.4,0.7,0.8,1.4,0.244,0.024,8.1,0.5,-10.1,-0.7,9.0,0.1,0.098,-9.5,4.1,-0.5,-0.1,2.6,14.1,6.6,0.257,18.5,-0.2,-0.3,-0.143,2592.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2777,2649,3.4,0.394,8.5,,,,1.3,,,3.4,0.394,8.5,2.1,0.771,2.8,580,,NBA,21.1,McCoy McLemore,,2.5,8.8,,,5.5,0.394,,8.3,,,,,10.1,0.324,,,-0.6,12.2,,,12.3,0.454,,,9.5,0.037,2593.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2778,2650,0.2,0.125,1.6,,,,0.4,,,0.2,0.125,1.6,0.8,0.533,1.5,10,,NBA,8.5,George McLeod,,1.6,1.2,,,2.1,0.125,,,,,,,0.0,0.938,,,-0.2,2.9,,,,0.265,,,-0.2,-0.115,2594.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2779,2651,1.5,0.376,4.0,0.3,0.282,1.0,2.7,0.1,1.1,1.8,0.357,5.1,1.6,0.8,2.0,200,88.0,NBA,18.6,Keith McLeod,0.2,1.8,5.5,0.7,1.3,1.3,0.386,0.205,23.1,0.6,-4.4,-1.7,7.4,2.5,0.393,-2.8,1.3,-0.6,9.6,2.1,17.3,4.3,0.463,17.8,-2.3,1.9,0.024,2595.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2780,2652,2.9,0.426,6.9,0.0,0.111,0.4,1.1,0.1,1.9,3.0,0.409,7.3,1.2,0.819,1.5,113,45.0,NBA,18.8,Roshown McLeod,0.8,1.8,7.2,0.4,1.2,2.7,0.412,0.054,10.2,0.5,-5.0,-1.8,11.4,1.1,0.201,-3.2,4.8,-0.9,10.1,1.0,13.5,8.1,0.454,22.0,-1.6,0.2,0.004,2596.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2781,2653,3.1,0.337,9.1,,,,3.7,,,3.1,0.337,9.1,1.9,0.637,3.0,524,,NBA,27.2,Jack McMahon,,2.8,8.1,,,2.7,0.337,,,,,,,13.3,0.33,,,-7.1,9.5,,,,0.386,,,6.2,0.021,2597.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2782,2654,1.9,0.47,4.1,0.4,0.343,1.1,6.1,0.4,2.9,2.3,0.443,5.2,1.0,0.65,1.5,796,373.0,NBA,25.7,Nate McMillan,1.2,3.0,5.9,1.9,1.9,4.0,0.479,0.21,30.8,1.2,3.0,2.5,13.2,31.1,0.286,0.5,5.1,19.2,14.5,3.7,24.2,9.1,0.508,12.5,25.7,50.2,0.118,2598.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2783,2655,3.3,0.484,6.8,0.0,0.12,0.1,1.1,0.3,2.7,3.3,0.483,6.9,1.5,0.806,1.8,729,54.0,NBA,20.3,Tom McMillen,1.3,2.4,8.1,0.3,1.1,4.0,0.483,0.005,7.8,0.7,-2.3,-0.9,14.6,13.3,0.265,-1.4,7.0,13.9,12.2,0.6,12.8,10.8,0.528,17.9,-1.2,27.2,0.088,2599.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2784,2656,5.8,0.482,12.0,,,,2.5,0.2,3.6,5.8,0.482,12.0,2.3,0.832,2.8,631,,NBA,32.1,Jim McMillian,1.6,1.9,13.8,1.1,1.2,5.3,0.482,,10.2,0.3,0.2,0.0,11.0,16.9,0.23,0.2,5.4,29.1,13.9,1.5,13.6,8.0,0.525,14.9,6.9,46.0,0.109,2600.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2785,2657,3.7,0.434,8.6,,,,0.9,,,3.7,0.434,8.6,1.7,0.634,2.6,263,,NBA,18.9,Shellie McMillon,,2.8,9.1,,,6.0,0.434,,,,,,,3.5,0.304,,,4.6,13.8,,,,0.468,,,8.1,0.078,2601.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2786,2658,1.8,0.306,6.0,,,,1.1,,,1.8,0.306,6.0,1.1,0.561,2.0,109,,NBA,,Mal McMullen,,2.9,4.8,,,2.5,0.306,,,,,,,1.6,0.339,,,-2.1,,,,,0.349,,,-0.5,,2602.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2787,2659,0.0,0.0,0.5,,,,0.0,,,0.0,0.0,0.5,0.0,,0.0,2,,BAA,,Chet McNabb,,0.5,0.0,,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,,2603.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2788,2660,1.3,0.512,2.5,0.0,,0.0,0.3,0.1,1.7,1.3,0.512,2.5,0.9,0.548,1.7,278,25.0,NBA,9.7,Mark McNamara,1.2,1.3,3.5,0.1,0.8,3.0,0.512,0.0,3.7,0.8,-4.8,-2.2,19.2,2.0,0.661,-2.6,14.4,0.7,10.8,0.6,19.6,16.9,0.537,16.9,-1.9,2.8,0.049,2604.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2789,2661,1.0,0.298,3.3,,,,0.5,,,1.0,0.298,3.3,0.5,0.62,0.8,118,,NBA,12.0,Joe McNamee,,1.7,2.4,,,2.0,0.298,,,,,,,0.4,0.237,,,-0.9,,,,,0.336,,,-0.5,0.0,2605.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2790,2662,1.7,0.456,3.7,0.0,,0.0,1.0,0.3,3.1,1.7,0.456,3.7,1.0,0.658,1.5,108,22.0,NBA,17.3,Chris McNealy,1.5,2.5,4.3,0.8,1.1,4.6,0.456,0.0,8.0,1.0,-0.7,2.2,20.8,2.6,0.398,-2.9,9.4,-0.1,10.3,2.3,19.9,15.0,0.499,13.0,0.6,2.6,0.066,2606.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2791,2663,1.8,0.394,4.5,,,,2.6,,,1.8,0.394,4.5,1.0,0.819,1.3,125,,NBA,14.6,Bob McNeill,,1.6,4.6,,,1.4,0.394,,,,,,,0.9,0.284,,,1.0,10.5,,,,0.454,,,1.9,0.05,2607.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2792,2664,3.1,0.466,6.6,,,,0.8,0.3,3.2,3.1,0.466,6.6,2.4,0.779,3.0,297,,NBA,17.2,Larry McNeill,1.6,2.4,8.5,0.6,1.2,4.8,0.466,,6.6,0.8,-1.6,-1.5,19.7,5.6,0.46,-0.1,9.7,7.9,16.7,1.6,13.4,14.6,0.537,21.4,0.5,13.4,0.127,2608.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2793,2665,1.0,0.167,6.0,,,,0.0,,,1.0,0.167,6.0,0.0,,0.0,1,,NBA,14.0,Carl McNulty,,1.0,2.0,,,0.0,0.167,,,,,,,0.0,0.0,,,-0.1,-9.7,,,,0.167,,,-0.1,-0.357,2609.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2794,2666,1.9,0.525,3.7,0.0,0.167,0.2,0.7,0.1,0.7,2.0,0.505,3.9,0.8,0.724,1.1,55,0.0,NBA,10.8,Paul McPherson,0.7,1.5,4.8,0.5,0.9,1.4,0.509,0.056,11.6,0.5,-2.8,-1.4,7.6,0.5,0.269,-1.4,7.0,0.4,13.6,2.2,16.3,7.3,0.542,21.0,-0.1,0.9,0.074,2610.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2795,2667,1.2,0.3,4.0,0.4,0.5,0.8,0.2,0.0,0.6,1.6,0.333,4.8,0.6,0.75,0.8,5,,ABA,8.8,Roy McPipe,0.4,1.0,4.2,0.2,2.0,1.0,0.375,0.167,3.5,0.0,-13.6,-3.7,6.8,0.0,0.167,-9.9,5.0,-0.3,-0.8,1.1,28.0,5.9,0.408,33.8,-0.1,-0.2,-0.265,2611.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2796,2668,1.0,1.0,1.0,0.0,,0.0,0.0,0.3,1.7,1.0,1.0,1.0,0.0,,0.0,3,0.0,NBA,2.3,Cozell McQueen,1.0,0.3,2.0,0.0,0.0,2.7,1.0,0.0,0.0,8.2,2.5,-8.0,74.7,0.0,0.0,10.6,47.4,0.1,58.3,0.0,0.0,61.5,1.0,17.3,0.0,0.1,0.627,2612.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2797,2669,0.2,0.083,2.4,,,,0.2,,,0.2,0.083,2.4,0.2,0.5,0.4,5,,NBA,5.6,Thales McReynolds,,0.0,0.6,,,1.2,0.083,,4.0,,,,,0.0,0.167,,,-0.2,-3.3,,,,0.116,,,-0.2,-0.356,2613.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2798,2670,0.8,0.347,2.2,,,,0.1,,,0.8,0.347,2.2,0.4,0.486,0.8,44,,NBA,5.6,Eric McWilliams,,1.0,2.0,,,1.4,0.347,,2.5,,,,,0.2,0.378,,,-0.5,5.9,,,11.5,0.376,,,-0.4,-0.074,2614.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2799,2671,1.9,0.255,7.3,,,,0.6,,,1.9,0.255,7.3,1.7,0.684,2.5,81,,BAA,,George Mearns,,2.5,5.5,,,,0.255,,,,,,,-0.2,0.347,,,1.3,,,,,0.324,,,1.1,,2615.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2800,2672,2.2,0.453,4.9,0.0,0.154,0.0,0.5,0.2,1.6,2.2,0.45,5.0,0.8,0.74,1.1,263,58.0,NBA,12.7,Stanislav Medvedenko,1.3,2.0,5.3,0.3,0.6,2.8,0.451,0.01,6.9,0.9,-3.7,-1.8,13.9,3.1,0.214,-1.9,11.2,3.0,13.3,1.4,10.0,12.5,0.484,21.4,-1.4,6.0,0.086,2616.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2801,2673,0.6,0.348,1.7,0.2,0.222,0.7,0.5,0.3,0.5,0.7,0.312,2.3,0.3,0.444,0.7,40,0.0,NBA,7.3,Darnell Mee,0.4,0.9,1.9,0.4,0.5,0.9,0.344,0.29,8.8,2.8,-3.6,1.1,7.0,0.4,0.29,-4.7,6.7,-0.6,6.5,2.7,14.6,6.8,0.362,17.9,-0.1,-0.1,-0.02,2617.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2802,2674,3.5,0.417,8.4,,,,1.3,0.7,3.3,3.5,0.417,8.4,1.3,0.675,1.9,318,,NBA,19.9,Cliff Meely,1.1,2.9,8.4,0.6,,5.4,0.417,,8.6,2.0,-3.7,-0.8,19.6,7.0,0.229,-2.9,6.9,-2.3,12.3,1.4,,13.2,0.449,,-1.2,4.6,0.035,2618.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2803,2675,0.6,0.352,1.8,0.0,1.0,0.0,0.4,0.2,0.8,0.7,0.361,1.8,0.5,0.704,0.7,39,0.0,NBA,5.2,Scott Meents,0.3,0.4,1.8,0.3,0.4,1.0,0.368,0.014,10.0,2.3,-3.8,0.8,18.2,0.3,0.375,-4.6,5.7,-0.2,11.2,2.7,15.2,11.7,0.429,20.6,-0.1,0.1,0.017,2619.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2804,2676,4.3,0.381,11.3,,,,2.5,,,4.3,0.381,11.3,2.1,0.709,3.0,193,,NBA,35.3,Dick Mehen,,2.9,10.7,,,3.9,0.381,,,,,,,2.3,0.262,,,5.8,10.6,,,,0.425,,,8.1,0.012,2620.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2805,2677,2.3,0.367,6.3,,,,1.3,,,2.3,0.367,6.3,2.2,0.756,2.9,343,,NBA,19.8,Monk Meineke,,3.1,6.8,,,4.7,0.367,,,,,,,8.3,0.466,,,6.6,13.4,,,,0.45,,,14.9,0.105,2621.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2806,2678,2.1,0.316,6.8,,,,0.6,,,2.1,0.316,6.8,1.0,0.628,1.6,98,,BAA,,Carl Meinhold,,1.3,5.3,,,,0.316,,,,,,,0.7,0.236,,,1.0,,,,,0.353,,,1.7,,2622.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2807,2679,4.2,0.465,9.0,0.1,0.236,0.3,5.0,0.1,1.7,4.3,0.459,9.3,2.1,0.809,2.5,646,,TOT,26.0,Bill Melchionni,0.4,2.2,10.6,0.9,2.5,2.0,0.462,0.026,26.2,0.3,-3.4,-1.4,5.5,12.8,0.273,-2.0,1.2,16.0,13.8,2.1,17.5,3.4,0.511,18.3,-1.3,28.8,0.082,2623.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2808,2680,3.2,0.444,7.1,,,,2.2,0.2,1.7,3.2,0.444,7.1,1.5,0.831,1.8,137,,NBA,20.3,Gary Melchionni,0.7,1.5,7.8,0.6,,2.4,0.444,,14.9,0.4,-3.1,-1.5,8.8,1.3,0.254,-1.7,3.3,2.6,12.6,1.4,,6.0,0.494,,-0.8,3.9,0.067,2624.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2809,2681,1.7,0.263,6.6,,,,0.6,,,1.7,0.263,6.6,1.5,0.654,2.2,57,,BAA,,Ed Melvin,,2.6,4.9,,,,0.263,,,,,,,-0.5,0.338,,,1.2,,,,,0.325,,,0.7,,2625.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2810,2682,2.4,0.475,5.1,,,,2.5,0.1,1.5,2.4,0.475,5.1,1.3,0.627,2.1,416,,NBA,20.6,Dean Meminger,1.1,1.7,6.1,0.9,,2.6,0.475,,16.2,0.3,-0.4,0.0,6.8,7.8,0.411,-0.4,4.8,8.8,12.1,1.9,,6.4,0.512,,2.4,16.6,0.093,2626.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2811,2683,2.6,0.341,7.5,,,,2.4,,,2.6,0.341,7.5,1.8,0.765,2.4,141,,NBA,20.0,Chuck Mencel,,1.2,7.0,,,2.5,0.341,,,,,,,2.3,0.316,,,-0.4,11.7,,,,0.406,,,1.9,0.033,2627.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2812,2684,3.8,0.48,7.9,0.0,0.0,0.2,2.1,0.1,1.4,3.8,0.479,7.9,2.2,0.809,2.7,636,,NBA,20.1,John Mengelt,0.4,2.0,9.8,0.7,1.4,1.9,0.479,0.001,15.4,0.2,-2.1,-2.1,7.6,7.6,0.338,-0.1,2.2,20.3,14.6,1.6,13.9,5.0,0.536,21.0,-0.4,27.9,0.105,2628.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2813,2685,1.0,0.353,2.8,,,,1.2,,,1.0,0.353,2.8,0.5,0.375,1.3,6,,NBA,,Ken Menke,,1.2,2.5,,,,0.353,,,,,,,0.0,0.471,,,0.0,,,,,0.365,,,0.0,,2629.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2814,2686,3.6,0.37,9.7,0.0,,0.0,1.2,,,3.6,0.37,9.7,1.8,0.665,2.8,71,,ABA,24.7,Dewitt Menyard,,3.1,9.1,,1.4,7.8,0.37,0.0,7.1,,,,,2.6,0.285,,,-1.5,12.0,,11.3,13.7,0.413,19.0,,1.1,0.031,2630.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2815,2687,5.6,0.437,12.9,0.1,0.25,0.6,2.1,0.3,2.2,5.8,0.429,13.4,2.0,0.808,2.4,432,278.0,NBA,31.1,Ron Mercer,0.9,2.0,13.6,1.1,1.6,3.1,0.434,0.041,12.6,0.6,-3.3,-1.4,8.4,8.3,0.182,-1.8,3.2,1.2,12.5,1.8,9.8,5.7,0.47,23.2,-4.3,9.4,0.034,2631.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2816,2688,3.2,0.511,6.3,0.0,0.333,0.0,0.9,1.2,3.7,3.2,0.511,6.3,1.6,0.687,2.4,670,119.0,NBA,22.1,Joe Meriweather,1.9,3.4,8.1,0.5,1.4,5.6,0.511,0.001,5.4,2.9,-1.0,0.6,18.0,15.1,0.377,-1.6,9.3,12.5,12.7,1.0,17.6,13.7,0.55,15.3,3.9,27.6,0.09,2632.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2817,2689,1.5,0.393,3.9,,,,1.4,,,1.5,0.393,3.9,0.7,0.697,1.1,31,,NBA,8.6,Porter Meriwether,,0.6,3.8,,,0.9,0.393,,,,,,,0.3,0.27,,,-0.1,12.4,,,,0.436,,,0.2,0.03,2633.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2818,2690,5.0,0.441,11.3,,,,1.7,,,5.0,0.441,11.3,2.8,0.745,3.7,778,,NBA,30.2,Tom Meschery,,3.7,12.7,,,8.6,0.441,,7.6,,,,,22.5,0.328,,,21.0,13.1,,,12.2,0.492,,,43.6,0.089,2634.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2819,2691,1.4,0.455,3.1,0.0,,0.0,0.1,,,1.4,0.455,3.1,0.3,1.0,0.3,7,,ABA,6.4,Bill Meyer,,1.0,3.1,,0.3,0.7,0.455,0.0,3.5,,,,,0.0,0.091,,,0.0,11.8,,8.0,4.7,0.481,20.6,,0.1,0.074,2635.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2820,2692,1.8,0.435,4.1,0.1,0.348,0.2,0.6,0.4,2.2,1.9,0.432,4.3,0.8,0.696,1.2,140,54.0,NBA,14.6,Loren Meyer,1.2,2.7,4.6,0.2,1.0,3.4,0.439,0.038,5.8,1.7,-6.2,-1.1,17.5,1.3,0.279,-5.1,8.6,-0.8,8.5,0.8,16.4,12.8,0.477,17.1,-2.2,0.5,0.012,2636.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2821,2693,4.3,0.461,9.3,0.0,0.2,0.1,2.3,0.5,4.4,4.3,0.461,9.3,2.6,0.676,3.9,281,,NBA,26.6,Dave Meyers,1.9,2.7,11.2,1.0,2.5,6.3,0.461,0.002,11.4,1.0,-0.3,0.4,17.5,8.0,0.413,-0.7,7.5,5.4,14.1,1.7,16.0,12.5,0.508,20.6,3.1,13.4,0.086,2637.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2822,2694,3.8,0.33,11.4,,,,1.4,,,3.8,0.33,11.4,3.0,0.628,4.8,365,,TOT,28.7,Stan Miasek,,3.7,10.6,,,7.6,0.33,,,,,,,15.9,0.421,,,15.3,15.4,,,,0.39,,,31.2,0.079,2638.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2823,2695,1.5,0.574,2.5,0.0,0.0,0.0,0.5,0.3,1.6,1.5,0.567,2.6,0.5,0.61,0.9,96,0.0,NBA,9.3,Larry Micheaux,1.1,1.3,3.4,0.4,0.6,2.7,0.567,0.012,7.2,2.0,0.9,1.4,19.5,1.4,0.332,-0.5,12.7,1.1,15.3,2.1,16.8,16.1,0.583,15.1,0.7,2.5,0.134,2639.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2824,2696,0.4,0.333,1.3,,,,0.0,,,0.4,0.333,1.3,0.0,,0.0,7,,BAA,,Red Mihalik,,1.4,0.9,,,,0.333,,,,,,,0.0,0.0,,,0.0,,,,,0.333,,,0.0,,2640.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2825,2697,2.9,0.46,6.2,0.0,0.231,0.0,0.5,1.0,3.3,2.9,0.459,6.3,1.7,0.704,2.5,436,256.0,NBA,20.1,Chris Mihm,2.0,2.9,7.5,0.3,1.2,5.3,0.459,0.005,4.2,3.7,-3.8,-0.8,18.7,7.9,0.391,-3.1,11.4,5.5,13.4,0.8,14.3,15.1,0.509,19.3,-4.1,13.3,0.073,2641.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2826,2698,2.5,0.32,7.7,,,,0.9,,,2.5,0.32,7.7,1.7,0.756,2.3,323,,TOT,20.3,Ed Mikan,,2.8,6.7,,,5.5,0.32,,,,,,,5.8,0.3,,,-2.3,10.6,,,,0.383,,,3.6,0.0,2642.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2827,2699,8.1,0.404,20.0,,,,2.8,,,8.1,0.404,20.0,7.0,0.782,8.9,439,,TOT,34.4,George Mikan,,4.2,23.1,,,13.4,0.404,,,,,,,38.7,0.447,,,70.0,27.0,,,,0.483,,,108.7,0.249,2643.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2828,2700,1.2,0.333,3.5,,,,0.8,,,1.2,0.333,3.5,0.6,0.618,1.0,53,,NBA,10.1,Larry Mikan,,1.1,3.0,,,2.6,0.333,,10.6,,,,,0.2,0.296,,,-1.0,8.4,,,12.5,0.376,,,-0.8,-0.073,2644.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2829,2701,5.1,0.403,12.6,,,,2.2,,,5.1,0.403,12.6,4.2,0.766,5.5,699,,NBA,32.5,Vern Mikkelsen,,4.0,14.4,,,9.4,0.403,,,,,,,34.9,0.44,,,48.5,18.6,,,,0.478,,,83.4,0.17,2645.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2830,2702,0.6,0.238,2.6,,,,0.5,,,0.6,0.238,2.6,2.1,0.81,2.6,8,,NBA,,Al Miksis,,2.8,3.4,,,,0.238,,,,,,,0.0,1.0,,,0.2,,,,,0.446,,,0.1,,2646.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
