,Unnamed: 0_x,2P,2P%,2PA,3P_x,3P%_x,3PA_x,AST_x,BLK_x,DRB,FG_x,FG%_x,FGA_x,FT_x,FT%_x,FTA_x,G_x,GS,Lg,MP_x,Name,ORB_x,PF_x,PTS_x,STL_x,TOV_x,TRB_x,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,3P_y,3P%_y,3PA_y,AST_y,AST_per_g,BLK_y,FG_y,FG%_y,FGA_y,FT_y,FT%_y,FTA_y,G_y,MP_y,MP_per_g,ORB_y,PF_y,PTS_y,PTS_per_g,STL_y,TOV_y,TRB_y,TRB_per_g
663,659,1.4,0.557,2.4,0.0,,0.0,0.2,0.2,0.7,1.4,0.557,2.4,0.7,0.667,1.0,36,0.0,NBA,7.6,Lorenzo Charles,0.4,1.0,3.4,0.1,0.5,1.1,0.557,0.0,4.2,1.3,-3.6,-1.6,10.5,0.2,0.409,-1.9,5.3,0.3,11.5,0.4,14.8,7.9,0.587,18.2,-0.1,0.5,0.086,399.0,,,,,,66.0,583.0,0.553,1055.0,369.0,0.703,525.0,126.0,2260.0,34.2,,251.0,1535.0,12.2,46.0,171.0,730.0,5.8
664,660,3.8,0.483,7.9,0.2,0.298,0.8,1.7,0.2,2.3,4.1,0.466,8.8,1.1,0.691,1.6,825,498.0,NBA,26.7,Calbert Cheaney,0.9,2.5,9.5,0.8,1.2,3.2,0.48,0.095,10.3,0.7,-2.1,-0.5,10.0,13.9,0.178,-1.6,3.8,9.3,11.0,1.6,11.3,6.8,0.502,17.8,-0.7,23.1,0.05,400.0,148.0,0.438,338.0,227.0,1.7,45.0,1018.0,0.559,1820.0,429.0,0.79,543.0,132.0,4129.0,31.3,,335.0,2613.0,19.8,117.0,277.0,710.0,5.4
665,661,4.4,0.529,8.3,0.1,0.255,0.2,6.7,0.3,2.2,4.5,0.523,8.5,2.1,0.793,2.7,1101,736.0,NBA,31.6,Maurice Cheeks,0.6,2.1,11.1,2.1,2.1,2.8,0.526,0.022,29.2,0.5,1.9,0.5,7.4,42.6,0.313,1.4,2.3,60.9,16.5,3.2,17.5,4.9,0.572,15.2,33.9,103.5,0.143,401.0,,,,365.0,6.4,,460.0,0.568,810.0,307.0,0.678,453.0,106.0,2803.0,35.0,,,1227.0,11.6,,,418.0,3.9
666,662,7.1,0.444,16.0,0.1,0.4,0.3,3.0,0.6,2.7,7.1,0.444,16.0,2.9,0.806,3.6,578,,NBA,33.1,Phil Chenier,0.9,2.0,17.2,1.6,1.4,3.6,0.445,0.002,13.5,0.9,0.6,0.2,8.2,22.6,0.226,0.4,2.7,16.7,15.3,2.2,12.5,5.3,0.487,21.3,9.3,39.3,0.099,402.0,,,,,,,288.0,0.412,699.0,114.0,0.683,167.0,51.0,,,,,690.0,13.5,,,303.0,5.9
667,663,2.5,0.451,5.6,0.1,0.242,0.2,0.7,0.1,1.3,2.6,0.443,5.8,1.8,0.755,2.4,154,1.0,NBA,14.5,Derrick Chievous,1.0,1.6,7.1,0.5,1.2,2.4,0.448,0.037,7.2,0.4,-4.0,-1.4,9.8,2.5,0.412,-2.6,7.8,0.2,11.8,1.6,15.0,8.8,0.511,22.7,-1.1,2.7,0.057,403.0,30.0,0.455,66.0,207.0,1.6,14.0,893.0,0.522,1710.0,764.0,0.793,963.0,130.0,4268.0,32.8,,300.0,2580.0,19.8,152.0,308.0,979.0,7.5
668,664,1.5,0.457,3.2,0.3,0.381,0.8,0.8,0.4,2.2,1.8,0.441,4.1,0.4,0.696,0.5,584,55.0,NBA,14.4,Pete Chilcutt,1.1,1.5,4.3,0.5,0.7,3.3,0.481,0.209,8.9,1.7,-1.9,0.0,17.1,6.8,0.132,-1.8,8.9,3.8,11.9,1.6,13.5,13.0,0.498,15.1,0.3,10.6,0.06,404.0,20.0,0.345,58.0,188.0,1.3,83.0,483.0,0.534,904.0,164.0,0.71,231.0,140.0,3177.0,22.7,,155.0,1150.0,8.2,115.0,226.0,766.0,5.5
669,665,0.4,0.396,1.0,0.4,0.273,1.3,1.0,0.0,0.5,0.8,0.328,2.3,0.5,0.8,0.7,51,0.0,NBA,7.9,Randolph Childress,0.0,0.7,2.4,0.3,0.9,0.5,0.403,0.555,18.1,0.2,-6.4,-1.6,6.5,0.5,0.294,-4.8,0.6,-0.7,5.9,2.2,25.5,3.6,0.461,19.9,-0.4,-0.2,-0.026,405.0,329.0,0.395,832.0,472.0,3.9,22.0,648.0,0.446,1453.0,583.0,0.804,725.0,120.0,3971.0,33.1,,282.0,2208.0,18.4,180.0,379.0,360.0,3.0
670,666,1.7,0.433,3.9,0.7,0.344,2.0,4.9,0.1,2.1,2.4,0.403,5.9,1.4,0.816,1.7,541,137.0,NBA,25.2,Chris Childs,0.4,2.9,6.9,0.9,2.0,2.4,0.461,0.339,30.9,0.3,-1.4,-0.5,9.5,16.0,0.292,-1.0,1.7,6.9,11.2,1.9,22.8,5.6,0.514,15.7,1.9,22.9,0.081,406.0,163.0,0.422,386.0,392.0,3.3,16.0,540.0,0.443,1219.0,359.0,0.818,439.0,118.0,3610.0,30.6,,267.0,1602.0,13.6,215.0,359.0,344.0,2.9
671,667,1.1,0.291,3.7,,,,0.8,,,1.1,0.291,3.7,0.7,0.627,1.2,63,,NBA,,Leroy Chollet,,1.3,2.9,,,1.1,0.291,,,,,,,0.9,0.326,,,-0.7,,,,,0.344,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
672,668,5.3,0.479,11.2,0.0,0.0,0.0,1.6,1.1,6.0,5.3,0.478,11.2,1.8,0.68,2.6,788,13.0,TOT,30.0,Jim Chones,2.2,3.3,12.5,0.6,2.1,8.2,0.478,0.001,7.6,2.0,-0.6,0.6,20.9,27.1,0.234,-1.1,7.7,18.7,13.9,0.9,15.7,14.3,0.506,18.4,7.6,45.8,0.093,407.0,,,,,,,410.0,0.547,750.0,132.0,0.606,218.0,50.0,,,,,952.0,19.0,,,583.0,11.7
673,669,0.8,0.278,3.0,,,,1.2,,,0.8,0.278,3.0,1.7,0.909,1.8,6,,NBA,8.0,Fred Christ,,0.5,3.3,,,1.3,0.278,,,,,,,0.0,0.611,,,0.0,16.7,,,,0.438,,,0.1,0.085,,,,,,,,,,,,,,,,,,,,,,,,
674,670,1.7,0.33,5.1,,,,1.6,,,1.7,0.33,5.1,1.8,0.606,3.0,291,,NBA,17.9,Cal Christensen,,2.9,5.2,,,5.5,0.33,,,,,,,8.0,0.6,,,0.2,11.8,,,,0.405,,,8.2,0.06,,,,,,,,,,,,,,,,,,,,,,,,
675,671,1.4,0.485,2.9,0.0,,0.0,0.8,0.4,3.1,1.4,0.485,2.9,1.0,0.704,1.4,248,,TOT,12.2,Bob Christian,1.0,2.0,3.8,0.2,1.5,4.1,0.485,0.0,8.5,1.3,-2.3,-0.3,20.5,2.3,0.497,-2.0,7.0,3.3,12.3,0.7,50.0,16.1,0.542,20.4,-0.1,5.7,0.09,,,,,,,,,,,,,,,,,,,,,,,,
676,672,2.9,0.456,6.4,1.0,0.354,2.7,3.6,0.5,3.1,3.9,0.426,9.2,2.4,0.821,3.0,827,708.0,NBA,31.5,Doug Christie,1.0,2.5,11.2,1.9,2.1,4.1,0.479,0.299,17.7,1.1,1.9,1.1,11.1,29.1,0.324,0.8,3.4,26.6,14.6,3.1,16.5,7.2,0.535,17.6,25.4,55.7,0.102,408.0,69.0,0.297,232.0,395.0,4.5,86.0,483.0,0.473,1021.0,357.0,0.747,478.0,87.0,2658.0,30.6,,207.0,1392.0,16.0,168.0,332.0,443.0,5.1
677,673,4.0,0.403,9.9,0.0,0.196,0.2,3.9,,1.4,4.0,0.398,10.1,4.8,0.82,5.8,226,,ABA,24.8,Stephen Chubin,1.4,3.3,12.8,,3.3,3.8,0.401,0.022,22.7,,,,,3.8,0.574,,,8.8,14.7,,20.7,6.8,0.508,23.4,,12.6,0.108,,,,,,,,,,,,,,,,,,,,,,,,
678,674,0.8,0.375,2.0,0.0,,0.0,0.3,0.0,0.8,0.8,0.375,2.0,0.0,,0.0,4,0.0,NBA,5.0,Robert Churchwell,0.0,0.3,1.5,0.0,0.5,0.8,0.375,0.0,8.0,0.0,-14.9,-3.7,17.4,0.0,0.0,-11.2,0.0,-0.1,1.2,0.0,20.0,8.6,0.375,21.8,-0.1,-0.1,-0.166,409.0,48.0,0.369,130.0,190.0,1.5,,497.0,0.444,1119.0,214.0,0.716,299.0,128.0,3645.0,28.5,,,1256.0,9.8,,,668.0,5.2
679,675,6.5,0.48,13.5,,,,4.8,0.1,1.8,6.5,0.48,13.5,3.4,0.769,4.4,725,,NBA,32.5,Archie Clark,0.6,2.5,16.3,1.1,,3.3,0.48,,20.6,0.1,-0.3,-1.0,6.7,20.5,0.323,0.6,2.2,44.1,16.4,1.8,,4.5,0.529,,2.5,64.7,0.132,,,,,,,,,,,,,,,,,,,,,,,,
680,676,0.9,0.421,2.1,0.0,0.0,0.1,0.7,0.0,0.5,0.9,0.407,2.2,0.6,0.803,0.8,93,3.0,NBA,7.4,Carlos Clark,0.4,0.8,2.4,0.5,0.6,0.9,0.407,0.034,11.7,0.2,-2.8,0.2,7.7,0.9,0.348,-3.0,6.1,-0.3,9.5,3.0,18.7,6.9,0.474,17.1,-0.1,0.6,0.044,410.0,,,,153.0,1.3,17.0,710.0,0.547,1297.0,402.0,0.791,508.0,118.0,3848.0,32.6,,325.0,1822.0,15.4,130.0,217.0,466.0,3.9
681,677,3.3,0.503,6.6,0.0,0.053,0.1,0.9,1.6,4.1,3.3,0.5,6.7,1.5,0.645,2.3,353,65.0,NBA,22.6,Keon Clark,1.9,2.9,8.2,0.5,1.3,5.9,0.5,0.008,6.6,5.0,-0.1,2.1,20.2,11.7,0.344,-2.2,9.1,6.6,15.4,1.2,14.8,14.6,0.531,17.8,3.8,18.2,0.11,411.0,10.0,0.37,27.0,51.0,1.3,138.0,225.0,0.554,406.0,118.0,0.638,185.0,39.0,816.0,28.1,,93.0,578.0,14.8,25.0,74.0,375.0,9.6
682,678,1.9,0.308,6.1,0.0,0.056,0.3,1.7,,1.8,1.9,0.296,6.4,2.4,0.675,3.5,58,,ABA,19.6,Richard Clark,0.9,2.6,6.2,,1.8,2.4,0.297,0.048,11.8,,,,,1.5,0.546,,,-1.6,4.3,,18.7,5.3,0.388,17.9,,-0.1,-0.006,,,,,,,,,,,,,,,,,,,,,,,,
683,679,2.1,0.476,4.4,0.0,,0.0,0.7,,1.8,2.1,0.476,4.4,0.5,0.685,0.8,70,,ABA,15.2,John Clawson,1.0,2.7,4.7,,1.0,2.8,0.476,0.0,5.8,,,,,0.8,0.175,,,0.6,7.0,,18.0,8.1,0.497,13.0,,1.3,0.06,,,,,,,,,,,,,,,,,,,,,,,,
684,680,0.3,0.5,0.7,0.0,,0.0,0.0,0.3,0.0,0.3,0.5,0.7,0.0,0.0,0.7,3,0.0,NBA,2.3,Charles Claxton,0.7,1.3,0.7,0.0,0.3,0.7,0.5,0.0,0.0,10.0,-11.1,-2.6,0.0,0.0,1.0,-8.5,31.2,0.0,0.2,0.0,25.8,16.0,0.347,23.9,0.0,0.0,-0.179,412.0,3.0,0.3,10.0,102.0,0.9,247.0,498.0,0.548,909.0,275.0,0.493,558.0,116.0,2778.0,23.9,,335.0,1274.0,11.0,66.0,217.0,840.0,7.2
685,681,3.2,0.428,7.6,0.1,0.193,0.7,4.3,0.1,1.9,3.4,0.409,8.2,2.4,0.762,3.2,334,128.0,NBA,25.6,Speedy Claxton,0.6,2.5,9.3,1.5,1.7,2.5,0.417,0.079,28.5,0.3,-0.7,0.0,8.7,9.5,0.382,-0.7,2.6,4.7,14.5,3.1,15.3,5.6,0.481,20.4,2.8,14.2,0.08,413.0,65.0,0.322,202.0,660.0,5.5,33.0,705.0,0.468,1505.0,540.0,0.748,722.0,119.0,2975.0,33.8,,230.0,2015.0,16.9,288.0,264.0,566.0,4.8
686,682,3.4,0.462,7.4,0.1,0.226,0.4,3.9,0.2,2.3,3.4,0.46,7.5,1.4,0.765,1.8,652,,NBA,26.1,Jim Cleamons,1.1,1.9,8.3,1.0,1.5,3.0,0.461,0.006,19.6,0.4,0.1,0.1,8.3,12.7,0.247,0.0,3.8,16.4,12.6,1.6,17.4,6.0,0.501,13.1,8.0,29.1,0.082,414.0,,,,,,,505.0,0.542,931.0,325.0,0.761,427.0,72.0,2724.0,37.8,,,1335.0,18.5,,,522.0,7.3
687,683,1.3,0.399,3.3,0.1,0.267,0.3,1.9,0.0,0.9,1.4,0.389,3.6,0.8,0.728,1.1,167,10.0,NBA,11.2,Mateen Cleaves,0.2,1.3,3.6,0.4,1.2,1.0,0.399,0.075,26.6,0.2,-6.3,-1.8,8.4,1.4,0.301,-4.5,1.9,-2.2,8.5,1.8,22.9,5.1,0.449,20.6,-2.0,-0.8,-0.021,415.0,143.0,0.313,457.0,816.0,6.6,16.0,540.0,0.406,1331.0,318.0,0.738,431.0,123.0,2755.0,29.6,,194.0,1541.0,12.5,195.0,353.0,256.0,2.1
688,684,2.9,0.454,6.3,,,,1.1,0.1,1.5,2.9,0.454,6.3,1.0,0.756,1.3,790,,NBA,15.9,Barry Clemens,0.5,2.1,6.7,0.7,,3.2,0.454,,10.2,0.3,-1.9,-0.3,13.3,10.9,0.209,-1.6,4.6,7.7,12.4,2.6,,9.0,0.488,,0.0,18.6,0.071,,,,,,,,,,,,,,,,,,,,,,,,
689,685,3.8,0.361,10.6,,,,2.5,,,3.8,0.361,10.6,2.4,0.633,3.7,544,,NBA,30.0,Nat Clifton,,3.4,10.0,,,8.2,0.361,,,,,,,15.9,0.351,,,-0.8,14.2,,,,0.409,,,15.0,0.052,,,,,,,,,,,,,,,,,,,,,,,,
690,686,3.3,0.315,10.3,,,,1.9,,,3.3,0.315,10.3,2.5,0.718,3.4,186,,NBA,19.6,Bill Closs,,2.5,9.0,,,5.0,0.315,,,,,,,8.9,0.333,,,-1.8,10.4,,,,0.379,,,7.1,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
691,687,1.5,0.475,3.3,0.0,0.0,0.0,0.3,1.3,1.8,1.5,0.471,3.3,0.8,0.606,1.3,130,7.0,NBA,12.7,Keith Closs,1.0,1.3,3.9,0.2,0.6,2.9,0.471,0.009,4.4,6.7,-3.1,0.7,16.8,1.0,0.386,-3.9,8.9,0.8,14.2,0.9,13.5,12.8,0.502,15.6,-0.5,1.9,0.055,416.0,7.0,0.233,30.0,61.0,1.1,317.0,256.0,0.533,480.0,125.0,0.601,208.0,54.0,1645.0,30.5,,165.0,644.0,11.9,27.0,158.0,452.0,8.4
692,688,1.0,0.269,3.7,,,,0.3,,,1.0,0.269,3.7,0.7,0.625,1.1,7,,NBA,,Paul Cloyd,,0.7,2.7,,,,0.269,,,,,,,0.0,0.308,,,-0.1,,,,,0.322,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
693,689,1.7,0.261,6.6,,,,0.4,,,1.7,0.261,6.6,1.0,0.571,1.7,54,,BAA,,Bob Cluggish,,2.1,4.4,,,,0.261,,,,,,,1.1,0.256,,,-0.1,,,,,0.3,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
694,690,1.2,0.431,2.9,,,,0.2,0.1,1.0,1.2,0.431,2.9,0.3,0.778,0.4,25,,NBA,6.3,Ben Clyde,0.6,1.4,2.8,0.2,,1.6,0.431,,4.5,1.0,-5.9,-2.1,16.3,0.2,0.125,-3.7,9.6,0.0,11.3,1.4,,13.0,0.454,,-0.2,0.2,0.066,,,,,,,,,,,,,,,,,,,,,,,,
695,691,0.5,0.378,1.4,0.0,0.0,0.0,0.1,0.1,0.7,0.5,0.373,1.4,0.2,0.545,0.4,52,1.0,NBA,6.2,Richard Coffey,0.8,0.9,1.3,0.1,0.1,1.5,0.373,0.013,1.3,0.8,-7.3,-3.1,14.4,0.1,0.293,-4.2,14.3,0.1,7.9,1.0,5.6,14.3,0.402,12.1,-0.4,0.2,0.037,417.0,,,,96.0,0.9,,381.0,0.516,739.0,127.0,0.635,200.0,109.0,3040.0,27.9,,,889.0,8.2,,,904.0,8.3
696,692,1.5,0.413,3.6,0.1,0.188,0.3,1.7,0.1,0.9,1.5,0.395,3.9,0.2,0.6,0.4,50,1.0,NBA,9.9,Fred Cofield,0.1,1.3,3.4,0.4,1.0,1.0,0.403,0.082,26.2,0.4,-5.9,-0.7,10.5,0.6,0.103,-5.2,1.5,-1.1,7.7,2.2,19.7,5.8,0.415,21.4,-0.5,-0.5,-0.044,418.0,,,,,,3.0,656.0,0.471,1394.0,249.0,0.801,311.0,106.0,3746.0,35.3,,302.0,1561.0,14.7,129.0,154.0,260.0,2.5
697,693,0.7,0.409,1.8,0.0,,0.0,0.1,0.1,0.7,0.7,0.409,1.8,0.2,0.833,0.2,25,0.0,NBA,5.6,John Coker,0.5,0.9,1.6,0.1,0.2,1.2,0.409,0.0,3.7,1.6,-9.0,-4.0,14.3,0.1,0.136,-5.0,9.4,0.0,8.9,0.7,7.9,11.8,0.44,16.2,-0.3,0.1,0.031,419.0,,,,72.0,0.9,,439.0,0.551,797.0,154.0,0.592,260.0,84.0,1835.0,21.8,,,1032.0,12.3,,,459.0,5.5
698,694,2.6,0.519,5.0,0.0,0.0,0.0,0.6,0.4,2.7,2.6,0.516,5.0,1.4,0.759,1.9,227,42.0,NBA,15.9,Ben Coleman,1.3,2.7,6.6,0.4,1.3,4.1,0.516,0.004,5.3,1.6,-3.2,-0.7,19.8,3.4,0.383,-2.5,9.5,1.7,12.3,1.3,18.6,14.6,0.566,18.7,-1.1,5.0,0.067,420.0,,,,128.0,1.3,95.0,475.0,0.548,866.0,219.0,0.674,325.0,102.0,2127.0,26.9,,288.0,1169.0,11.5,56.0,167.0,650.0,6.4
699,695,5.5,0.465,11.8,0.4,0.295,1.4,2.5,1.3,6.6,5.9,0.447,13.2,4.3,0.769,5.5,781,672.0,NBA,33.2,Derrick Coleman,2.7,2.6,16.5,0.8,2.6,9.3,0.462,0.107,13.0,2.7,1.3,1.2,22.2,35.8,0.419,0.1,8.7,28.4,18.0,1.2,14.3,15.4,0.526,23.8,21.7,64.3,0.119,421.0,16.0,0.291,55.0,322.0,2.3,319.0,770.0,0.568,1356.0,587.0,0.684,858.0,143.0,4688.0,32.8,,426.0,2143.0,15.0,187.0,322.0,1537.0,10.7
700,696,3.1,0.464,6.7,,,,1.3,0.4,4.2,3.1,0.464,6.7,1.0,0.694,1.4,357,,NBA,26.1,E.C. Coleman,1.9,3.4,7.2,0.9,1.2,6.0,0.464,,6.8,0.8,-1.6,1.1,16.2,9.8,0.209,-2.7,7.1,3.0,10.0,1.5,16.6,11.6,0.492,12.2,1.0,12.8,0.066,,,,,,,,,,,,,,,,,,,,,,,,
701,697,4.4,0.416,10.7,,,,2.8,,,4.4,0.416,10.7,1.7,0.695,2.5,633,,NBA,33.1,Jack Coleman,,3.0,10.6,,,9.2,0.416,,,,,,,25.4,0.233,,,22.3,15.7,,,,0.451,,,47.7,0.107,,,,,,,,,,,,,,,,,,,,,,,,
702,698,2.2,0.344,6.5,0.0,0.5,0.1,0.4,0.2,1.6,2.3,0.346,6.6,0.7,0.556,1.2,29,11.0,NBA,14.9,Norris Coleman,1.2,1.8,5.3,0.4,0.6,2.8,0.348,0.01,4.6,0.8,-8.3,-2.0,11.5,0.4,0.188,-6.3,8.6,-0.8,6.6,1.2,7.2,10.0,0.37,21.0,-0.7,-0.4,-0.046,422.0,,,,,,54.0,408.0,0.515,793.0,186.0,0.747,249.0,47.0,1605.0,34.1,,108.0,1003.0,21.3,42.0,74.0,385.0,8.2
703,699,2.7,0.455,5.9,0.3,0.267,1.1,3.9,0.2,1.6,3.0,0.425,7.0,1.5,0.811,1.8,852,354.0,NBA,23.8,Bimbo Coles,0.6,2.1,7.8,0.9,1.5,2.1,0.447,0.157,25.4,0.5,-2.1,-1.2,7.6,12.4,0.263,-0.9,2.6,14.9,12.1,1.9,15.9,5.1,0.496,17.1,-0.7,27.4,0.065,423.0,149.0,0.324,460.0,547.0,4.8,28.0,871.0,0.429,2029.0,593.0,0.748,793.0,115.0,3813.0,33.2,,336.0,2484.0,21.6,216.0,345.0,446.0,3.9
704,700,2.2,0.458,4.8,0.0,0.35,0.1,0.3,0.2,1.8,2.2,0.455,4.9,1.0,0.738,1.4,151,65.0,NBA,14.4,Jason Collier,1.2,2.0,5.6,0.2,0.8,2.9,0.46,0.027,4.1,1.1,-6.3,-3.1,14.4,0.8,0.288,-3.2,9.1,1.1,11.7,0.9,12.5,11.7,0.502,19.9,-2.3,1.9,0.042,424.0,69.0,0.369,187.0,118.0,1.2,110.0,479.0,0.458,1045.0,318.0,0.711,447.0,97.0,2602.0,29.6,,243.0,1345.0,13.9,60.0,256.0,693.0,7.1
705,701,1.2,0.361,3.3,0.0,0.0,0.1,0.9,0.0,0.8,1.2,0.354,3.4,0.8,0.667,1.2,29,,NBA,13.6,Art Collins,0.7,1.2,3.2,0.4,1.1,1.4,0.354,0.02,8.6,0.2,-6.3,-1.2,6.5,0.2,0.364,-5.1,5.4,-0.6,4.3,1.3,21.8,6.0,0.409,15.4,-0.4,-0.4,-0.054,,,,,,,,,,,,,,,,,,,,,,,,
706,702,4.1,0.489,8.3,0.0,0.069,0.1,1.8,0.3,1.3,4.1,0.485,8.4,1.7,0.749,2.3,303,45.0,NBA,20.2,Don Collins,1.4,2.5,9.8,1.1,1.8,2.8,0.485,0.011,13.7,0.9,0.4,0.6,7.4,8.0,0.268,-0.2,7.6,2.5,14.5,2.6,16.1,7.5,0.524,22.7,3.7,10.5,0.082,425.0,,,,,,,614.0,0.56,1097.0,335.0,0.772,434.0,106.0,3017.0,28.5,,,1563.0,14.7,,,535.0,5.0
707,703,7.1,0.501,14.1,0.0,0.0,0.0,3.3,0.3,2.1,7.1,0.501,14.1,3.8,0.833,4.5,415,,NBA,33.6,Doug Collins,1.1,3.0,17.9,1.2,2.8,3.2,0.501,0.0,14.6,0.4,0.4,-1.2,6.2,10.7,0.323,1.6,3.4,27.3,16.1,1.7,14.8,4.8,0.557,22.4,8.5,38.0,0.131,426.0,,,,,,,894.0,0.476,1878.0,452.0,0.823,549.0,77.0,,,,,2240.0,29.1,,,425.0,5.5
708,704,0.5,0.343,1.5,0.4,0.45,0.9,0.1,0.1,0.3,0.9,0.382,2.4,0.3,0.571,0.6,23,0.0,NBA,4.5,James Collins,0.3,0.5,2.6,0.3,0.3,0.6,0.464,0.364,5.4,1.9,-5.2,-4.2,7.8,0.0,0.255,-1.1,7.7,0.0,15.3,3.0,11.6,7.7,0.482,29.8,-0.1,0.0,0.008,427.0,255.0,0.372,686.0,283.0,2.5,37.0,645.0,0.45,1433.0,248.0,0.679,365.0,112.0,3678.0,32.8,,293.0,1793.0,16.0,191.0,269.0,499.0,4.5
709,705,1.3,0.456,2.8,0.0,0.0,0.0,0.8,0.2,1.7,1.3,0.455,2.8,1.3,0.699,1.9,542,216.0,NBA,15.8,Jarron Collins,1.2,2.4,3.9,0.3,0.6,2.9,0.455,0.003,7.6,0.9,-1.8,-0.4,13.4,5.4,0.697,-1.4,9.1,10.3,9.4,0.9,14.6,11.2,0.534,12.3,0.5,15.7,0.088,428.0,4.0,0.25,16.0,171.0,1.3,68.0,370.0,0.52,711.0,337.0,0.669,504.0,129.0,2329.0,24.5,,232.0,1081.0,8.4,73.0,126.0,706.0,5.5
710,706,1.2,0.414,3.0,0.0,0.206,0.0,0.9,0.5,2.4,1.2,0.411,3.0,1.1,0.647,1.6,735,477.0,NBA,20.4,Jason Collins,1.2,2.8,3.6,0.5,0.8,3.7,0.412,0.015,6.4,1.9,-2.0,2.0,14.1,19.4,0.538,-4.0,7.1,0.7,7.0,1.3,18.0,10.6,0.474,10.4,0.2,20.1,0.064,429.0,12.0,0.444,27.0,55.0,0.8,89.0,262.0,0.612,428.0,249.0,0.716,348.0,73.0,1591.0,22.1,,162.0,785.0,10.8,34.0,108.0,484.0,6.6
711,707,1.6,0.414,3.9,,,,0.9,,,1.6,0.414,3.9,0.6,0.804,0.8,74,,NBA,8.3,Jimmy Collins,,0.7,3.8,,,0.9,0.414,,16.7,,,,,0.7,0.196,,,-0.1,12.2,,,5.1,0.454,,,0.6,0.044,,,,,,,,,,,,,,,,,,,,,,,,
712,708,1.4,0.396,3.4,0.2,0.299,0.7,1.7,0.1,1.3,1.6,0.38,4.1,0.6,0.599,1.0,189,31.0,NBA,14.7,Mardy Collins,0.5,1.4,3.9,0.6,1.1,1.8,0.405,0.163,18.5,0.6,-4.9,-0.6,10.4,1.7,0.24,-4.3,3.8,-3.2,7.9,2.1,19.1,7.0,0.431,17.4,-2.0,-1.6,-0.027,430.0,182.0,0.292,624.0,398.0,3.2,29.0,718.0,0.399,1798.0,301.0,0.624,482.0,125.0,4683.0,37.5,,,1919.0,15.4,290.0,,569.0,4.6
713,709,0.3,0.333,0.8,0.1,0.2,0.5,0.4,0.0,0.3,0.4,0.28,1.3,0.1,1.0,0.1,20,0.0,NBA,3.3,Sherron Collins,0.0,0.1,0.9,0.1,0.2,0.3,0.32,0.4,19.6,0.0,-10.2,-3.3,9.2,0.0,0.04,-6.9,0.0,-0.2,3.6,1.6,13.6,4.6,0.334,20.9,-0.1,-0.2,-0.121,431.0,232.0,0.377,615.0,552.0,3.9,5.0,656.0,0.444,1476.0,344.0,0.808,426.0,143.0,1187.0,33.0,8.0,60.0,1888.0,13.2,145.0,268.0,337.0,2.4
714,710,2.3,0.31,7.5,,,,0.6,,,2.3,0.31,7.5,0.9,0.684,1.3,15,,BAA,,Joe Colone,,1.7,5.5,,,,0.31,,,,,,,0.3,0.168,,,-0.2,,,,,0.342,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
715,711,0.4,0.263,1.5,0.1,0.2,0.4,0.8,0.0,0.3,0.5,0.25,1.8,0.2,0.5,0.3,13,0.0,NBA,3.4,Sean Colson,0.2,0.5,1.2,0.1,0.2,0.5,0.271,0.208,38.7,0.0,-6.3,-3.3,10.2,0.0,0.167,-3.0,5.4,-0.1,6.8,1.2,7.2,7.7,0.291,28.8,0.0,-0.1,-0.106,432.0,117.0,0.293,399.0,480.0,5.6,9.0,326.0,0.365,893.0,242.0,0.82,295.0,86.0,1376.0,24.1,,,1011.0,11.8,39.0,,226.0,2.6
716,712,2.3,0.464,5.0,0.1,0.289,0.5,2.8,0.1,1.4,2.5,0.448,5.5,1.2,0.778,1.6,526,170.0,NBA,18.2,Steve Colter,0.6,1.7,6.3,0.9,1.0,2.0,0.461,0.091,21.2,0.5,-1.2,-0.4,8.9,8.9,0.29,-0.8,3.4,8.4,12.9,2.3,14.1,6.2,0.509,16.3,2.0,17.3,0.087,433.0,2.0,0.333,6.0,,,45.0,497.0,0.493,1008.0,337.0,0.757,445.0,107.0,3254.0,30.4,,203.0,1333.0,12.5,107.0,254.0,411.0,3.8
717,713,4.6,0.452,10.2,1.1,0.367,2.9,3.5,0.1,1.9,5.7,0.433,13.2,4.0,0.81,4.9,465,,ABA,32.8,Glen Combs,0.7,2.9,16.5,0.6,2.5,2.6,0.474,0.224,14.6,0.3,-2.8,-3.1,4.7,8.9,0.375,0.3,1.9,25.5,14.2,1.2,13.9,3.7,0.537,20.4,-0.4,34.3,0.108,,,,,,,,,,,,,,,,,,,,,,,,
