,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
3253,,,,,,,0.0,.667,Frank Reddout,,,0.3,42.5,,,,.838,,,0.3,.802
3254,.017,10.1,1.3,-3.8,-1.1,9.0,1.2,.160,Marlon Redmond,-2.7,7.5,-0.6,11.0,1.4,11.9,8.2,.444,23.5,-0.5,0.6,.026
3255,,6.4,,,,,4.0,.254,Hub Reed,,,5.4,10.5,,,,.475,,,9.3,.057
3256,.009,7.7,1.0,-5.9,-1.6,9.0,1.0,.383,Justin Reed,-4.3,6.5,-0.6,8.0,1.2,13.6,7.8,.469,19.0,-1.4,0.5,.016
3257,,10.7,,,,,3.3,.207,Ron Reed,,,-4.3,11.9,,,,.388,,,-1.0,-0.021
3258,,7.3,2.3,0.5,1.1,19.7,32.4,.323,Willis Reed,-0.6,9.9,42.6,18.6,1.1,,15.6,.523,,0.3,74.9,.156
3259,.006,9.3,1.8,-2.6,-0.7,18.4,6.6,.320,Bryant Reeves,-1.9,8.2,6.4,13.8,0.9,13.4,13.2,.515,20.9,-1.8,13.0,.052
3260,.362,24.3,0.4,-1.6,-1.7,8.3,3.4,.334,Khalid Reeves,0.1,3.1,4.9,13.1,2.1,17.9,5.7,.528,19.1,0.6,8.4,.069
3261,,,,,,,6.2,.266,Richie Regan,,,-2.7,9.4,,,,.394,,,3.5,.031
3262,,,,,,,1.9,.308,Don Rehfeldt,,,1.6,15.6,,,,.429,,,3.5,.048
3263,.027,15.6,0.5,-5.0,-0.8,6.2,0.3,.211,Billy Reid,-4.2,4.9,-1.0,6.2,2.6,27.8,5.6,.470,18.6,-0.5,-0.6,-0.050
3264,.001,4.3,4.0,-0.2,1.9,16.0,8.2,.399,Don Reid,-2.1,9.6,5.6,11.8,1.8,16.4,12.7,.563,13.3,2.4,13.7,.123
3265,.008,6.2,1.1,-2.0,0.3,17.6,17.0,.407,J.R. Reid,-2.4,7.5,5.5,11.9,1.7,14.9,12.5,.524,18.1,-0.2,22.5,.070
3266,,7.1,,,,,0.1,.250,Jim Reid,,,0.0,10.6,,,,.473,,,0.1,.078
3267,.036,13.7,0.9,0.1,0.5,13.3,22.2,.205,Robert Reid,-0.4,5.0,18.1,13.1,1.8,11.1,9.1,.494,19.1,13.0,40.3,.077
3268,.000,0.0,0.0,-5.5,-6.0,6.3,0.0,.000,Ryan Reid,0.5,7.2,0.0,17.6,0.0,16.7,6.7,.800,16.0,0.0,0.1,.142
3269,.000,5.2,2.6,-6.4,1.0,23.2,0.5,.192,Jared Reiner,-7.4,10.4,-0.7,3.9,1.1,22.5,16.8,.341,12.2,-0.4,-0.2,-0.022
3270,,,,,,,4.3,.361,Chick Reiser,,,8.9,,,,,.397,,,13.2,
3271,.000,2.9,3.9,-5.4,-1.6,13.0,0.0,1.000,Richard Rellford,-3.8,5.1,0.0,11.6,0.0,25.8,9.0,.694,14.6,0.0,0.0,.048
3272,.290,20.4,0.4,-5.5,0.0,9.8,0.5,.460,Terrence Rencher,-5.5,2.7,-0.7,6.5,2.1,26.3,6.3,.441,18.3,-0.4,-0.2,-0.021
3273,,,,,,,0.0,.500,John Rennicke,,,-0.3,-1.3,,,,.250,,,-0.2,-0.218
3274,,,,,,,0.0,.000,Bob Rensberger,,,-0.2,,,,,.000,,,-0.1,
3275,.136,8.0,1.1,-4.7,-1.6,13.3,0.2,.153,Efthimi Rentzias,-3.0,8.0,0.0,10.6,2.2,6.0,10.6,.413,20.9,-0.1,0.2,.058
3276,.375,12.2,0.2,-3.6,-2.7,7.4,0.7,.200,Shawn Respert,-0.9,3.9,1.4,11.6,2.0,13.1,5.6,.515,18.3,-0.9,2.1,.043
3277,.012,9.6,0.6,-1.9,-0.5,15.0,6.7,.149,Kevin Restani,-1.5,8.1,8.1,11.6,1.0,14.0,11.6,.507,16.3,0.2,14.8,.070
3278,,38.1,,,,,0.0,.368,George Reynolds,,,0.0,18.8,,,,.476,,,0.1,.055
3279,.036,15.7,1.8,-0.3,0.8,11.4,9.1,.459,Jerry Reynolds,-1.2,6.0,1.5,15.0,2.8,14.9,8.6,.494,23.3,3.5,10.5,.060
3280,.003,9.4,,,,,3.5,.408,Kendall Rhine,,,-1.8,11.8,,14.3,16.6,.423,14.8,,1.8,.032
3281,,,,,,,1.0,.494,Gene Rhodes,,,-0.1,11.2,,,,.405,,,0.9,.037
3282,.042,15.5,0.7,-6.6,-1.1,4.7,0.6,.569,Rodrick Rhodes,-5.5,3.7,-2.2,6.7,3.0,20.9,4.2,.422,21.0,-1.4,-1.6,-0.064
3283,.262,10.2,0.5,0.5,-1.4,11.4,25.1,.256,Glen Rice,1.9,3.1,63.6,16.2,1.4,9.5,7.2,.554,23.1,22.1,88.7,.122
3284,.000,4.5,1.6,-3.5,0.6,18.4,0.7,.328,Chris Richard,-4.0,10.2,0.1,7.5,1.2,22.3,14.2,.509,9.9,-0.3,0.7,.045
3285,.012,16.9,0.5,-1.8,-0.4,7.6,11.4,.203,Clint Richardson,-1.4,5.1,5.2,11.1,1.4,15.5,6.4,.498,16.7,0.6,16.6,.067
3286,.343,13.7,0.9,1.3,-0.7,12.4,22.3,.214,Jason Richardson,2.0,3.9,36.8,16.3,1.8,9.8,8.1,.528,23.4,24.4,59.1,.097
3287,.394,3.2,0.0,-10.5,-4.3,10.1,0.2,.081,Jeremy Richardson,-6.3,1.4,-0.5,4.5,0.9,8.9,5.8,.419,21.1,-0.5,-0.3,-0.054
3288,.075,28.7,0.6,3.5,2.0,12.7,25.6,.250,Micheal Ray Richardson,1.5,5.8,9.6,16.9,3.7,18.3,9.2,.497,21.8,25.9,35.2,.091
3289,.308,4.7,0.0,-8.4,-6.0,8.9,0.0,.346,Norm Richardson,-2.4,5.1,0.0,10.3,0.0,9.1,6.9,.501,22.6,-0.1,0.0,.006
3290,.158,33.5,0.4,-0.9,-1.6,8.4,10.2,.141,Pooh Richardson,0.7,2.5,16.5,14.9,2.2,13.8,5.4,.486,18.9,5.5,26.7,.066
3291,.447,9.0,0.5,-0.3,-0.8,14.9,15.5,.193,Quentin Richardson,0.5,5.2,17.3,12.9,1.5,9.8,10.1,.503,19.2,8.9,32.8,.076
3292,.213,16.7,0.5,0.9,-1.7,9.5,20.0,.335,Mitch Richmond,2.5,2.8,59.3,17.6,1.8,12.3,6.1,.557,26.0,25.0,79.3,.111
3293,,,,,,,1.6,.352,John Richter,,,-1.1,8.1,,,,.372,,,0.4,.026
3294,,,,,,,7.8,.301,Dick Ricketts,,,-5.7,9.6,,,,.381,,,2.1,.018
3295,.235,16.0,0.6,-1.2,-2.1,9.6,9.4,.239,Isaiah Rider,0.9,4.5,13.4,14.7,1.1,13.8,7.1,.526,26.0,3.6,22.8,.061
3296,,9.4,,,,,0.1,.591,Jackie Ridgle,,,0.2,13.7,,,6.8,.514,,,0.2,.102
3297,.246,27.5,0.6,-0.9,-1.3,8.3,11.4,.220,Luke Ridnour,0.3,1.9,24.6,13.9,2.0,15.3,5.0,.519,18.3,5.8,36.0,.080
3298,,,,,,,3.0,.207,Mel Riebe,,,3.5,,,,,.337,,,6.5,
3299,.000,2.2,,,,,0.3,.519,Bob Riedy,,,-0.3,9.1,,11.7,8.9,.413,20.6,,0.0,.003
3300,,,,,,,0.5,.141,Jim Riffey,,,-0.3,,,,,.382,,,0.2,
3301,.143,9.3,0.0,-11.3,-2.1,4.8,0.1,.000,Antoine Rigaudeau,-9.2,4.8,-0.4,-2.4,1.7,14.6,4.8,.243,20.4,-0.2,-0.4,-0.192
3302,,5.4,0.5,-5.7,-2.0,14.3,0.6,.615,Tom Riker,-3.7,9.4,-0.2,10.9,1.3,,11.8,.443,,-0.5,0.4,.033
3303,,3.2,,,,,0.0,1.000,Bob Riley,,,0.0,10.9,,,13.9,.502,,,0.0,.056
3304,.008,5.1,5.1,-3.0,1.3,18.9,2.4,.410,Eric Riley,-4.3,11.0,0.1,12.5,1.5,18.3,14.8,.509,16.7,-0.5,2.5,.066
3305,,15.5,0.2,-6.0,-3.0,5.4,6.6,.242,Pat Riley,-3.0,2.4,-2.1,11.3,1.5,,4.4,.451,,-3.2,4.5,.026
3306,,8.7,1.1,-2.9,0.2,19.6,3.0,.194,Ron Riley,-3.1,9.5,-0.6,11.3,1.5,,15.1,.448,,-0.8,2.5,.024
3307,.002,11.6,0.7,-6.7,-0.7,6.3,0.9,.241,Rich Rinaldi,-6.0,9.1,-0.6,11.5,3.0,6.0,5.2,.432,23.2,-0.1,0.3,.014
3308,,13.1,0.2,-0.9,0.1,8.0,18.7,.180,Mike Riordan,-1.1,3.4,14.5,12.3,1.4,,5.5,.498,,2.0,33.2,.100
3309,,,,,,,23.6,.504,Arnie Risen,,,32.4,16.6,,,,.456,,,56.0,.119
3310,,,,,,,1.9,.522,Tex Ritter,,,3.8,,,,,.426,,,5.7,
3311,.032,4.3,0.6,-7.1,-2.5,18.7,0.1,.806,Ramon Rivas,-4.6,11.5,-0.1,9.3,2.2,17.6,15.1,.476,23.3,-0.1,0.0,.019
3312,.034,29.1,0.4,-5.2,-1.0,8.0,1.2,.375,David Rivers,-4.2,4.8,-1.5,9.7,2.3,29.0,6.5,.471,18.6,-1.0,-0.3,-0.010
3313,.148,29.2,0.9,3.1,1.3,9.4,32.9,.417,Doc Rivers,1.8,3.0,35.3,16.6,3.3,15.8,6.2,.534,18.6,30.3,68.2,.139
3314,,,,,,,-0.3,.386,Lee Robbins,,,0.5,,,,,.336,,,0.2,
3315,.035,7.4,1.0,0.0,-0.1,15.8,26.3,.308,Red Robbins,0.1,8.5,24.1,18.0,1.0,10.6,14.8,.526,16.5,1.7,50.5,.129
3316,.573,9.6,0.1,-4.0,-3.2,7.9,0.4,.039,Anthony Roberson,-0.7,1.5,0.1,11.5,1.9,8.5,4.6,.511,21.0,-0.3,0.5,.044
3317,,7.7,1.3,-1.9,-0.6,23.0,12.0,.436,Rick Roberson,-1.3,11.7,2.6,13.2,1.3,,16.7,.476,,0.1,14.6,.068
3318,.500,10.9,0.0,-17.7,-1.5,8.7,0.0,.000,Terrance Roberson,-16.1,0.0,-0.1,-15.0,0.0,50.0,4.4,.000,14.2,-0.1,-0.1,-0.334
3319,.001,9.5,0.2,-4.3,-2.0,13.3,2.9,.260,Anthony Roberts,-2.3,9.0,0.4,10.7,1.0,12.2,11.2,.451,20.9,-2.2,3.3,.041
3320,,,,,,,0.7,.209,Bill Roberts,,,0.2,,,,,.378,,,0.9,
3321,.035,9.4,1.0,-1.6,-0.5,11.3,11.5,.390,Fred Roberts,-1.1,6.5,14.7,12.6,1.4,15.5,8.9,.566,17.8,1.7,26.2,.086
3322,.002,3.5,,,,,4.1,.304,Joe Roberts,,,-1.7,9.6,,15.2,10.7,.422,13.3,,2.4,.033
3323,.016,4.7,1.0,-1.4,-0.5,19.0,0.9,.611,Lawrence Roberts,-1.0,13.3,1.7,13.5,2.0,11.4,16.1,.522,14.3,0.2,2.5,.106
3324,.003,9.2,0.2,-2.5,-0.9,11.7,8.4,.273,Marv Roberts,-1.6,8.4,3.0,12.3,1.1,12.5,10.1,.481,19.8,-0.6,11.4,.071
3325,.001,5.0,4.3,-3.3,0.0,20.3,6.9,.400,Stanley Roberts,-3.2,9.6,1.2,13.6,0.9,12.9,14.9,.511,20.8,-1.9,8.1,.066
3326,.087,23.1,0.8,4.0,2.2,11.4,30.9,.265,Alvin Robertson,1.8,7.4,21.2,17.0,4.1,17.0,9.4,.527,20.7,37.3,52.1,.101
3327,,30.3,0.1,0.0,-0.1,8.0,37.2,.468,Oscar Robertson,0.1,3.1,152.0,23.2,1.4,,6.4,.564,,1.3,189.2,.207
3328,.333,0.0,0.0,-8.4,-3.1,0.0,0.0,.167,Ryan Robertson,-5.3,0.0,0.0,2.6,0.0,0.0,0.0,.388,10.7,0.0,0.0,-0.022
3329,,16.1,0.3,-3.2,-0.3,6.6,1.3,.147,Tony Robertson,-3.0,2.2,-0.9,10.6,3.8,17.6,4.3,.456,21.8,-0.3,0.4,.020
3330,.003,9.3,0.6,-1.5,-0.2,18.3,10.7,.373,Rick Robey,-1.3,10.6,5.1,12.8,1.2,18.1,14.5,.534,19.2,1.1,15.8,.086
3331,.061,10.4,0.6,-2.0,1.2,14.8,2.2,.368,Bernard Robinson,-3.2,4.9,-0.2,11.0,2.9,15.7,9.6,.488,16.3,0.0,2.0,.049
3332,.435,15.7,0.9,-4.1,-1.9,9.0,0.4,.118,Chris Robinson,-2.2,3.3,-0.5,9.3,2.3,15.2,6.1,.467,18.3,-0.6,-0.1,-0.003
3333,.004,10.5,1.3,-1.1,0.0,22.9,25.0,.264,Cliff Robinson,-1.1,7.7,5.5,17.0,1.6,12.8,15.2,.505,26.3,4.3,30.5,.076
3334,.208,12.1,2.3,0.7,0.8,12.0,55.9,.306,Clifford Robinson,-0.1,4.9,33.8,14.5,1.7,11.6,8.4,.512,22.3,28.7,89.7,.101
3335,.007,12.4,5.7,7.4,4.3,23.4,80.1,.577,David Robinson,3.0,10.6,98.5,26.2,2.1,11.9,17.3,.583,26.2,80.9,178.7,.250
3336,.019,8.4,1.2,-1.6,-0.1,11.0,5.3,.182,Eddie Robinson,-1.5,5.1,4.9,14.0,2.1,10.6,8.0,.534,17.2,0.5,10.2,.091
3337,.005,18.8,0.1,-2.1,-2.9,6.0,9.8,.300,Flynn Robinson,0.8,3.2,22.8,17.5,1.3,10.3,4.7,.516,22.9,0.0,32.6,.127
3338,.150,13.8,1.2,-0.4,-0.9,14.7,19.3,.249,Glenn Robinson,0.5,4.8,20.5,17.5,1.7,13.8,9.8,.529,28.1,10.3,39.8,.075
3339,.015,10.0,1.1,-3.3,-1.8,6.8,0.2,.448,Jackie Robinson,-1.5,8.7,0.2,13.7,2.0,14.9,7.7,.517,20.0,-0.1,0.3,.089
3340,.091,4.4,0.0,-9.0,2.3,13.2,0.2,.000,Jamal Robinson,-11.4,5.0,-0.4,-1.9,4.6,12.0,9.1,.136,16.8,-0.1,-0.2,-0.166
3341,.432,16.6,0.7,-2.7,-2.0,7.7,4.7,.216,James Robinson,-0.6,3.2,1.1,11.2,1.5,14.7,5.4,.494,21.5,-1.2,5.8,.040
3342,.337,10.3,0.2,-2.4,-1.0,9.8,1.0,.166,Larry Robinson,-1.4,5.6,-0.1,10.3,2.4,13.4,7.7,.468,17.7,-0.1,0.9,.036
3343,.113,20.5,0.7,-6.5,-4.7,7.9,0.1,.464,Oliver Robinson,-1.8,4.6,0.0,14.1,1.3,10.0,6.3,.432,35.2,-0.2,0.1,.018
3344,.002,5.9,0.4,-4.6,-1.9,15.9,0.6,.183,Ronnie Robinson,-2.7,9.2,0.2,10.8,0.9,13.8,12.5,.468,17.6,-0.8,0.8,.030
3345,.139,28.9,0.6,-2.2,-0.9,8.0,6.2,.284,Rumeal Robinson,-1.3,2.9,-1.0,12.9,2.5,18.0,5.4,.483,22.2,-0.3,5.2,.041
3346,.018,7.9,,,,11.2,1.8,.169,Samuel Robinson,,8.0,0.1,12.8,,8.4,9.0,.476,18.5,,1.9,.031
3347,.000,7.8,1.1,-0.8,0.4,22.1,37.2,.357,Truck Robinson,-1.1,8.6,15.5,14.9,1.0,15.3,15.4,.520,21.3,7.9,52.7,.101
3348,.012,10.5,0.9,-2.8,-0.5,13.7,1.5,.472,Wayne Robinson,-2.3,8.1,0.2,11.5,1.4,19.5,10.7,.523,19.4,-0.3,1.7,.052
3349,.015,20.4,0.5,-4.2,-1.7,5.6,0.3,.167,Wilbert Robinson,-2.5,3.0,-0.5,10.8,2.6,17.6,4.3,.451,22.4,-0.5,-0.1,-0.006
3350,.002,7.1,0.4,-0.9,-0.3,20.3,14.8,.344,Bill Robinzine,-0.6,9.9,8.5,14.9,2.3,16.6,15.0,.531,21.6,3.2,23.3,.098
3351,.002,9.8,1.1,0.0,-0.3,18.7,24.8,.376,Dave Robisch,0.3,8.5,39.4,16.6,1.0,9.8,13.5,.527,18.5,12.3,64.2,.135
3352,,,,,,,19.9,.387,Red Rocha,,,28.0,13.3,,,,.441,,,47.9,.109
3353,.118,20.3,0.3,-2.7,-2.7,4.4,5.0,.296,John Roche,0.0,1.4,14.8,12.6,1.4,16.4,2.9,.537,18.5,-1.3,19.8,.075
3354,,,,,,,0.1,.222,Gene Rock,,,-0.1,,,,,.253,,,0.0,
3355,,,,,,,0.1,.045,Jack Rocker,,,0.1,,,,,.379,,,0.2,
3356,,35.6,,,,,38.6,.275,Guy Rodgers,,,-5.3,13.5,,,,.426,,,33.3,.056
3357,.067,7.6,1.2,3.0,2.8,29.6,54.5,.345,Dennis Rodman,0.2,17.2,35.4,14.6,1.1,19.5,23.4,.546,11.4,36.5,89.8,.150
3358,.145,7.0,1.5,-5.7,-0.6,13.4,0.5,.370,Lou Roe,-5.2,9.6,-0.5,7.7,1.5,14.9,11.6,.405,18.3,-0.5,0.0,-0.001
3359,.075,5.3,3.0,-1.8,-0.6,15.6,4.1,.416,Carlos Rogers,-1.2,10.1,7.0,15.4,1.2,13.1,12.9,.560,17.6,0.2,11.1,.095
3360,.016,6.9,1.1,-2.1,-1.1,18.9,0.3,.194,Harry Rogers,-1.0,12.3,0.3,16.2,1.8,13.5,15.6,.509,19.9,0.0,0.7,.106
3361,.028,6.5,1.0,-5.2,-2.1,11.5,0.4,.114,Johnny Rogers,-3.1,6.7,0.1,9.7,1.0,10.4,9.1,.486,18.4,-0.5,0.4,.032
3362,,8.2,0.9,-9.9,-4.8,2.9,0.1,.129,Marshall Rogers,-5.1,3.4,-0.3,9.8,2.0,,3.2,.408,,-0.4,-0.2,-0.043
3363,.248,13.4,1.5,0.5,0.4,13.8,25.2,.283,Rodney Rogers,0.1,6.7,13.6,14.4,2.1,15.4,10.2,.527,21.7,13.8,38.8,.085
3364,.003,4.1,6.8,-3.3,1.1,15.3,1.5,.237,Roy Rogers,-4.4,8.8,0.2,12.1,0.6,13.3,12.0,.495,15.1,-0.7,1.7,.035
3365,.038,6.7,,,,,0.2,.650,Willie Rogers,,,-0.3,3.1,,22.6,7.3,.413,16.9,,0.0,-0.005
3366,,,,,,,0.5,.301,Al Roges,,,0.3,10.6,,,,.413,,,0.7,.017
3367,,,,,,,0.0,.000,Ken Rohloff,,,0.0,-9.6,,,,.000,,,0.0,-0.131
3368,,,,,,,5.1,.208,Kenny Rollins,,,-0.9,7.9,,,,.354,,,4.2,.011
3369,,,,,,,1.1,.335,Phil Rollins,,,0.8,11.2,,,,.430,,,1.9,.033
3370,.001,3.8,6.2,2.0,3.9,21.2,42.1,.307,Tree Rollins,-1.9,9.8,21.7,13.6,1.0,15.8,15.5,.555,11.6,24.3,63.9,.128
3371,.058,25.7,0.3,-2.8,-1.6,6.8,3.7,.234,Lorenzo Romar,-1.2,1.4,4.4,13.0,2.2,17.0,4.1,.505,16.0,-1.0,8.0,.074
3372,.024,10.6,,,,,0.2,.159,Jerry Rook,,,0.1,14.4,,15.4,9.1,.484,25.7,,0.3,.083
3373,.006,7.4,2.6,-2.8,-0.1,16.6,9.4,.482,Sean Rooks,-2.7,7.8,6.8,12.0,1.0,15.1,12.1,.518,17.3,-2.7,16.2,.057
3374,.192,22.4,0.8,-0.3,-1.0,11.0,19.8,.316,Jalen Rose,0.7,2.1,27.4,15.3,1.4,14.4,6.6,.530,23.9,11.9,47.2,.081
3375,.019,8.5,1.6,-1.4,1.1,18.5,22.2,.461,Malik Rose,-2.5,10.3,4.3,13.4,1.9,17.7,14.5,.507,20.7,1.9,26.5,.095
3376,.000,0.0,0.0,-20.8,-9.3,35.5,0.0,.000,Rob Rose,-11.4,35.7,0.0,5.0,0.0,0.0,35.6,.000,13.1,0.0,0.0,-0.121
3377,,,,,,,1.1,.171,Petey Rosenberg,,,-1.5,,,,,.243,,,-0.4,
3378,,,,,,,0.6,.276,Lennie Rosenbluth,,,-1.3,12.4,,,,.372,,,-0.7,-0.057
3379,,,,,,,0.7,.577,Hank Rosenstein,,,3.9,,,,,.391,,,4.6,
3380,,,,,,,1.9,.329,Dick Rosenthal,,,0.0,12.9,,,,.417,,,1.9,.057
3381,.084,8.0,1.2,-2.6,0.5,9.4,7.0,.220,Quinton Ross,-3.1,3.8,0.7,7.8,1.6,9.8,6.6,.466,12.1,-1.2,7.7,.043
3382,.012,5.9,1.8,-3.7,0.4,20.1,0.4,.163,Doug Roth,-4.0,11.4,0.0,8.2,0.9,14.8,15.7,.439,10.7,-0.2,0.4,.052
3383,.120,15.5,0.4,-4.2,-1.2,9.5,1.8,.481,Scott Roth,-3.0,3.7,-0.7,10.3,2.4,14.5,6.5,.469,22.1,-1.0,1.1,.030
3384,,,,,,,3.2,.421,Irv Rothenberg,,,0.4,,,,,.333,,,3.6,
3385,,,,,,,3.0,.135,Mickey Rottner,,,0.7,,,,,.304,,,3.7,
3386,.007,10.3,2.7,2.2,1.7,22.1,36.4,.417,Dan Roundfield,0.6,11.1,30.1,17.9,1.4,15.7,16.5,.538,21.5,25.8,66.5,.132
3387,,,,,,,3.3,.319,Giff Roux,,,0.6,,,,,.317,,,3.8,
3388,.111,9.3,0.0,3.0,3.2,0.0,0.0,.444,Ron Rowan,-0.2,7.2,0.0,22.2,11.4,21.8,3.5,.558,33.8,0.0,0.0,.084
3389,,7.0,0.8,-1.4,-0.1,15.6,13.2,.300,Curtis Rowe,-1.3,7.5,20.9,12.9,0.7,19.2,11.8,.519,15.6,2.0,34.1,.090
3390,.000,5.4,0.9,-4.6,-2.7,14.3,0.1,.889,Jim Rowinski,-1.8,15.1,0.2,13.8,0.4,16.6,14.8,.569,19.2,-0.1,0.3,.113
3391,.000,13.9,0.0,-7.6,-2.8,12.3,0.0,.667,Derrick Rowland,-4.8,0.0,0.0,7.0,0.0,0.0,6.2,.387,17.3,0.0,0.0,.048
3392,.009,6.1,1.3,-2.1,-0.6,18.7,0.8,.490,Brian Rowsom,-1.5,9.8,1.6,14.5,1.3,9.4,14.0,.542,17.8,0.0,2.4,.107
3393,.191,23.9,0.5,3.2,-0.5,11.1,8.8,.352,Brandon Roy,3.8,3.6,28.6,20.0,1.6,9.6,7.3,.548,25.3,15.2,37.4,.155
3394,.007,8.3,0.8,-1.7,-0.6,11.7,7.2,.787,Donald Royal,-1.1,7.7,11.9,12.8,1.5,16.5,9.7,.577,16.9,0.7,19.1,.109
3395,.000,0.0,0.0,-8.9,-5.2,0.0,0.0,.000,Reggie Royals,-3.7,0.0,0.0,6.5,0.0,0.0,0.0,.500,14.0,0.0,0.0,.016
3396,,,,,,,-0.3,.251,Bob Royer,,,0.3,,,,,.384,,,0.0,
3397,.016,5.0,2.8,-2.1,0.6,20.0,2.8,.382,Clifford Rozier,-2.7,14.1,1.1,11.9,1.3,16.4,17.0,.502,14.2,-0.1,3.9,.063
3398,,32.3,0.0,-5.2,-1.1,26.3,0.0,,Guy Rucker,-4.1,0.0,0.0,7.8,0.0,,13.3,,0.0,0.0,0.0,.117
3399,.228,31.7,0.1,-5.3,-2.4,6.5,2.1,.234,Delaney Rudd,-2.8,2.3,-1.5,9.8,1.6,22.8,4.5,.482,20.3,-1.9,0.7,.014
3400,,5.7,0.6,-3.4,-0.4,14.7,0.5,.699,John Rudd,-3.0,10.2,0.1,8.2,1.1,25.3,12.4,.529,12.6,-0.3,0.6,.040
3401,,5.9,,,,,0.8,.332,John Rudometkin,,,0.2,13.3,,,,.456,,,1.0,.030
3402,.005,6.3,2.5,-1.2,2.0,18.3,6.3,.688,Michael Ruffin,-3.2,13.9,0.5,8.5,1.8,24.8,16.0,.433,8.4,1.2,6.8,.055
3403,.453,31.1,0.2,-2.8,-4.3,8.0,0.2,.260,Trevor Ruffin,1.5,1.8,1.1,14.9,1.6,17.2,4.8,.537,27.0,-0.4,1.3,.032
3404,.000,6.2,1.2,-7.4,-4.4,18.2,0.1,.286,Paul Ruffner,-3.0,10.3,0.8,13.6,1.1,13.7,14.2,.505,17.3,-0.2,1.0,.036
3405,,,,,,,1.2,.156,Joe Ruklick,,,-1.2,9.3,,,,.387,,,0.0,-0.001
3406,.005,13.8,1.4,3.5,2.0,23.2,18.0,.578,Jeff Ruland,1.5,10.9,16.3,18.7,1.1,20.6,17.0,.615,22.3,15.4,34.3,.149
3407,,7.3,1.0,-3.5,-0.9,11.9,7.8,.351,Bob Rule,-2.6,7.6,14.9,16.6,1.0,,10.9,.503,,-0.2,22.7,.092
3408,,,,,,,1.8,.251,Jerry Rullo,,,0.2,,,,,.330,,,2.0,
3409,.000,14.5,5.0,-7.6,-0.2,11.4,0.0,.556,Stefano Rusconi,-7.4,11.8,-0.1,2.4,0.0,21.1,11.6,.357,21.1,0.0,-0.1,-0.104
3410,.368,9.6,0.9,-4.1,-1.8,9.1,3.6,.112,Kareem Rush,-2.3,1.9,-2.0,9.2,1.3,11.5,5.4,.482,19.3,-3.2,1.7,.013
3411,,14.9,,,,,133.6,.434,Bill Russell,,,29.9,18.9,,,,.471,,,163.5,.193
3412,.352,8.6,0.8,1.7,0.8,12.9,23.6,.362,Bryon Russell,0.9,4.7,23.8,12.6,2.4,12.0,8.9,.545,16.1,18.5,47.4,.115
3413,.013,14.5,0.4,0.6,-0.7,11.8,14.4,.372,Campy Russell,1.3,5.5,21.4,16.3,1.7,14.9,8.6,.520,23.0,11.1,35.8,.103
3414,,12.1,0.2,-2.0,-2.4,7.6,18.6,.220,Cazzie Russell,0.5,4.0,33.0,15.8,1.3,9.6,6.3,.506,18.6,0.1,51.7,.112
3415,,17.4,,,,,0.2,.234,Frank Russell,,,-0.1,14.5,,,6.5,.436,,,0.1,.030
3416,.048,14.6,,,,11.7,1.8,.236,Pierre Russell,,8.9,-0.3,13.0,,12.5,10.3,.470,20.2,,1.5,.070
3417,.139,3.9,,,,,0.2,.259,Rubin Russell,,,-0.5,6.1,,15.4,8.7,.400,29.5,,-0.3,-0.054
3418,.083,25.3,0.3,-6.1,-1.5,8.3,1.4,.274,Walker Russell,-4.6,3.0,-2.1,7.5,1.5,28.2,5.7,.454,16.1,-1.8,-0.7,-0.020
3419,.137,26.0,0.2,-6.8,-1.8,6.6,0.3,.232,Walker Russell,-5.0,2.3,-0.6,7.2,2.7,24.0,4.4,.401,17.8,-0.4,-0.4,-0.049
3420,.000,7.9,2.2,-2.9,-2.0,13.8,0.1,.425,Miroslav Raduljica,-0.9,12.7,0.9,14.7,0.9,15.9,13.3,.594,17.5,-0.1,1.1,.104
3421,.479,20.2,0.4,-0.8,-3.1,9.1,0.1,.423,Chasson Randle,2.4,3.0,0.7,16.8,1.4,8.7,6.1,.606,18.8,0.1,0.8,.172
3422,.056,15.1,1.2,-2.1,0.4,29.1,3.2,.341,Julius Randle,-2.5,7.6,1.2,14.7,1.2,15.0,18.0,.506,21.3,-0.1,4.4,.049
3423,.056,7.8,4.2,-2.1,0.7,21.4,4.6,.376,Anthony Randolph,-2.9,9.6,1.2,16.5,1.9,14.6,15.5,.514,22.8,-0.1,5.8,.072
3424,.021,4.6,2.4,-3.3,-0.1,20.5,1.6,.519,Shavlik Randolph,-3.2,14.8,0.6,12.6,1.9,14.3,17.7,.482,15.7,-0.4,2.2,.089
3425,.039,10.7,0.7,-0.3,-0.7,23.8,35.6,.299,Zach Randolph,0.3,11.2,44.2,19.5,1.3,11.4,17.4,.522,26.5,13.7,79.8,.116
3426,.496,12.1,0.2,0.1,-2.1,7.7,11.5,.259,J.J. Redick,2.2,0.9,34.4,14.9,1.0,9.5,4.4,.597,20.1,8.9,45.9,.129
3427,.010,3.8,4.2,-1.0,0.3,21.0,1.7,.345,Willie Reed,-1.3,13.1,2.8,17.6,0.8,8.7,17.0,.576,16.0,0.4,4.5,.157
